ac,track,tier,species,fold,f1,prauc,recall,precision
Baseline,Baseline_only,closure,Dinophysis_acuminata,11,0.78302,0.86702,0.78487,0.78118
Baseline,Baseline_only,closure,Dinophysis_acuminata,12,0.7971,0.86549,0.80685,0.78759
Baseline,Baseline_only,closure,Dinophysis_acuminata,13,0.80841,0.88913,0.77405,0.84597
Baseline,Baseline_only,closure,Dinophysis_acuminata,14,0.80247,0.87773,0.81047,0.79462
Baseline,Baseline_only,closure,Dinophysis_acuminata,15,0.7698,0.86846,0.7494,0.79135
Baseline,Baseline_only,closure,Dinophysis_acuminata,16,0.80745,0.88001,0.80049,0.81454
Baseline,Baseline_only,closure,Dinophysis_acuminata,17,0.8063,0.86214,0.80241,0.81022
Baseline,Baseline_only,closure,Dinophysis_acuminata,18,0.7791,0.8579,0.7791,0.7791
Baseline,Baseline_only,closure,Dinophysis_acuminata,19,0.77435,0.83951,0.76773,0.78109
Baseline,Baseline_only,closure,Dinophysis_acuminata,20,0.82198,0.87759,0.83495,0.80941
Baseline,Baseline_only,closure,Dinophysis_acuminata,21,0.82113,0.87912,0.83212,0.81043
Baseline,Baseline_only,closure,Dinophysis_acuminata,22,0.81062,0.86907,0.84422,0.77958
Baseline,Baseline_only,closure,Dinophysis_acuminata,23,0.80664,0.86945,0.81731,0.79625
Baseline,Baseline_only,closure,Dinophysis_acuminata,24,0.78788,0.85184,0.79657,0.77938
Baseline,Baseline_only,closure,Dinophysis_acuminata,25,0.80774,0.87971,0.79524,0.82064
Baseline,Baseline_only,closure,Dinophysis_acuminata,26,0.77641,0.85309,0.74528,0.81026
Baseline,Baseline_only,closure,Dinophysis_acuminata,27,0.78353,0.86188,0.77262,0.79475
Baseline,Baseline_only,closure,Dinophysis_acuminata,28,0.80189,0.85654,0.78522,0.81928
Baseline,Baseline_only,closure,Dinophysis_acuminata,29,0.79545,0.85307,0.78554,0.80563
Baseline,Baseline_only,closure,Dinophysis_acuminata,30,0.7602,0.83064,0.75253,0.76804
Baseline,Baseline_only,closure,Dinophysis_acuminata,31,0.81542,0.88881,0.81542,0.81542
Baseline,Baseline_only,closure,Dinophysis_acuminata,32,0.79708,0.86222,0.80788,0.78657
Baseline,Baseline_only,closure,Dinophysis_acuminata,33,0.79445,0.86956,0.77017,0.82031
Baseline,Baseline_only,closure,Dinophysis_acuminata,34,0.77751,0.84685,0.78519,0.76998
Baseline,Baseline_only,closure,Dinophysis_acuminata,35,0.81368,0.87701,0.81176,0.8156
Baseline,Baseline_only,closure,Dinophysis_acuminata,36,0.80702,0.8717,0.7931,0.82143
Baseline,Baseline_only,closure,Dinophysis_acuminata,37,0.80485,0.87045,0.81373,0.79616
Baseline,Baseline_only,closure,Dinophysis_acuminata,38,0.79193,0.84119,0.79093,0.79293
Baseline,Baseline_only,closure,Dinophysis_acuminata,39,0.82861,0.89429,0.81951,0.83791
Baseline,Baseline_only,closure,Dinophysis_acuminata,40,0.80275,0.88335,0.80275,0.80275
Baseline,Baseline_only,closure,Dinophysis_acuminata,41,0.7938,0.86658,0.8063,0.78169
Baseline,Baseline_only,closure,Dinophysis_acuminata,42,0.8046,0.87027,0.78554,0.82461
Baseline,Baseline_only,closure,Dinophysis_acuminata,43,0.80556,0.86219,0.81119,0.8
Baseline,Baseline_only,closure,Dinophysis_acuminata,44,0.75549,0.85058,0.72751,0.78571
Baseline,Baseline_only,closure,Dinophysis_acuminata,45,0.78571,0.86099,0.75236,0.82216
Baseline,Baseline_only,closure,Dinophysis_acuminata,46,0.79675,0.8535,0.80706,0.7867
Baseline,Baseline_only,closure,Dinophysis_acuminata,47,0.78966,0.8716,0.77958,0.8
Baseline,Baseline_only,closure,Dinophysis_acuminata,48,0.82734,0.8778,0.8156,0.83942
Baseline,Baseline_only,closure,Dinophysis_acuminata,49,0.7823,0.86678,0.78986,0.77488
Baseline,Baseline_roms,closure,Dinophysis_acuminata,0,0.79052,0.8743,0.81282,0.76942
Baseline,Baseline_roms,closure,Dinophysis_acuminata,1,0.80866,0.87927,0.80576,0.81159
Baseline,Baseline_roms,closure,Dinophysis_acuminata,2,0.79509,0.85322,0.81818,0.77327
Baseline,Baseline_roms,closure,Dinophysis_acuminata,3,0.81491,0.86651,0.82206,0.80788
Baseline,Baseline_roms,closure,Dinophysis_acuminata,4,0.816,0.88315,0.82069,0.81136
Baseline,Baseline_roms,closure,Dinophysis_acuminata,5,0.80601,0.85798,0.81934,0.7931
Baseline,Baseline_roms,closure,Dinophysis_acuminata,6,0.79327,0.87043,0.825,0.76389
Baseline,Baseline_roms,closure,Dinophysis_acuminata,7,0.80682,0.87186,0.81236,0.80135
Baseline,Baseline_roms,closure,Dinophysis_acuminata,8,0.79655,0.87243,0.8075,0.78589
Baseline,Baseline_roms,closure,Dinophysis_acuminata,9,0.80559,0.87647,0.80093,0.8103
Baseline,Baseline_roms,closure,Dinophysis_acuminata,10,0.83036,0.88665,0.82119,0.83973
Baseline,Baseline_roms,closure,Dinophysis_acuminata,11,0.7888,0.88179,0.79905,0.7788
Baseline,Baseline_roms,closure,Dinophysis_acuminata,12,0.80385,0.86924,0.81663,0.79147
Baseline,Baseline_roms,closure,Dinophysis_acuminata,13,0.81149,0.88802,0.78971,0.83452
Baseline,Baseline_roms,closure,Dinophysis_acuminata,14,0.80935,0.88368,0.82045,0.79854
Baseline,Baseline_roms,closure,Dinophysis_acuminata,15,0.77641,0.86652,0.76145,0.79198
Baseline,Baseline_roms,closure,Dinophysis_acuminata,16,0.82426,0.88764,0.8202,0.82836
Baseline,Baseline_roms,closure,Dinophysis_acuminata,17,0.81146,0.8754,0.81928,0.80378
Baseline,Baseline_roms,closure,Dinophysis_acuminata,18,0.79953,0.85871,0.80523,0.79391
Baseline,Baseline_roms,closure,Dinophysis_acuminata,19,0.79162,0.8543,0.78484,0.79851
Baseline,Baseline_roms,closure,Dinophysis_acuminata,20,0.82734,0.88539,0.83738,0.81754
Baseline,Baseline_roms,closure,Dinophysis_acuminata,21,0.81235,0.88699,0.83212,0.7935
Baseline,Baseline_roms,closure,Dinophysis_acuminata,22,0.82227,0.86814,0.87186,0.77803
Baseline,Baseline_roms,closure,Dinophysis_acuminata,23,0.8267,0.87746,0.84856,0.80594
Baseline,Baseline_roms,closure,Dinophysis_acuminata,24,0.8,0.85418,0.81373,0.78673
Baseline,Baseline_roms,closure,Dinophysis_acuminata,25,0.82381,0.88305,0.82381,0.82381
Baseline,Baseline_roms,closure,Dinophysis_acuminata,26,0.79331,0.85958,0.78302,0.80387
Baseline,Baseline_roms,closure,Dinophysis_acuminata,27,0.79907,0.86737,0.79814,0.8
Baseline,Baseline_roms,closure,Dinophysis_acuminata,28,0.81808,0.87494,0.81524,0.82093
Baseline,Baseline_roms,closure,Dinophysis_acuminata,29,0.7931,0.84805,0.80299,0.78345
Baseline,Baseline_roms,closure,Dinophysis_acuminata,30,0.77363,0.85066,0.78535,0.76225
Baseline,Baseline_roms,closure,Dinophysis_acuminata,31,0.83411,0.90169,0.83411,0.83411
Baseline,Baseline_roms,closure,Dinophysis_acuminata,32,0.82367,0.87971,0.8399,0.80806
Baseline,Baseline_roms,closure,Dinophysis_acuminata,33,0.81694,0.8807,0.80196,0.83249
Baseline,Baseline_roms,closure,Dinophysis_acuminata,34,0.79075,0.85709,0.80247,0.77938
Baseline,Baseline_roms,closure,Dinophysis_acuminata,35,0.82009,0.87572,0.82588,0.81439
Baseline,Baseline_roms,closure,Dinophysis_acuminata,36,0.79717,0.87556,0.77701,0.8184
Baseline,Baseline_roms,closure,Dinophysis_acuminata,37,0.80964,0.87879,0.82353,0.79621
Baseline,Baseline_roms,closure,Dinophysis_acuminata,38,0.81101,0.85299,0.81612,0.80597
Baseline,Baseline_roms,closure,Dinophysis_acuminata,39,0.84982,0.91072,0.84878,0.85086
Baseline,Baseline_roms,closure,Dinophysis_acuminata,40,0.82751,0.89168,0.84174,0.81375
Baseline,Baseline_roms,closure,Dinophysis_acuminata,41,0.82588,0.87906,0.84988,0.8032
Baseline,Baseline_roms,closure,Dinophysis_acuminata,42,0.79594,0.87094,0.78304,0.80928
Baseline,Baseline_roms,closure,Dinophysis_acuminata,43,0.80808,0.86109,0.83916,0.77922
Baseline,Baseline_roms,closure,Dinophysis_acuminata,44,0.792,0.85327,0.78571,0.79839
Baseline,Baseline_roms,closure,Dinophysis_acuminata,45,0.81731,0.87242,0.80189,0.83333
Baseline,Baseline_roms,closure,Dinophysis_acuminata,46,0.8046,0.85986,0.82353,0.78652
Baseline,Baseline_roms,closure,Dinophysis_acuminata,47,0.8093,0.88303,0.80742,0.81119
Baseline,Baseline_roms,closure,Dinophysis_acuminata,48,0.83986,0.88943,0.83688,0.84286
Baseline,Baseline_roms,closure,Dinophysis_acuminata,49,0.79182,0.87499,0.79469,0.78897
Baseline,Baseline_only,closure,Dinophysis_norvegica,0,0.39437,0.42117,0.29167,0.6087
Baseline,Baseline_only,closure,Dinophysis_norvegica,1,0.46753,0.50688,0.33962,0.75
Baseline,Baseline_only,closure,Dinophysis_norvegica,2,0.48276,0.47278,0.38889,0.63636
Baseline,Baseline_only,closure,Dinophysis_norvegica,3,0.52381,0.50714,0.43137,0.66667
Baseline,Baseline_only,closure,Dinophysis_norvegica,4,0.36585,0.32001,0.28302,0.51724
Baseline,Baseline_only,closure,Dinophysis_norvegica,5,0.47619,0.45451,0.37736,0.64516
Baseline,Baseline_only,closure,Dinophysis_norvegica,6,0.35443,0.34913,0.29167,0.45161
Baseline,Baseline_only,closure,Dinophysis_norvegica,7,0.60377,0.65831,0.53333,0.69565
Baseline,Baseline_only,closure,Dinophysis_norvegica,8,0.52381,0.43791,0.43137,0.66667
Baseline,Baseline_only,closure,Dinophysis_norvegica,9,0.55102,0.60763,0.48214,0.64286
Baseline,Baseline_only,closure,Dinophysis_norvegica,10,0.43243,0.48357,0.34043,0.59259
Baseline,Baseline_only,closure,Dinophysis_norvegica,11,0.49412,0.47056,0.48837,0.5
Baseline,Baseline_only,closure,Dinophysis_norvegica,12,0.48837,0.49444,0.39623,0.63636
Baseline,Baseline_only,closure,Dinophysis_norvegica,13,0.41975,0.42939,0.36957,0.48571
Baseline,Baseline_only,closure,Dinophysis_norvegica,14,0.42667,0.50001,0.32653,0.61538
Baseline,Baseline_only,closure,Dinophysis_norvegica,15,0.40964,0.43322,0.32075,0.56667
Baseline,Baseline_only,closure,Dinophysis_norvegica,16,0.48276,0.38189,0.4375,0.53846
Baseline,Baseline_only,closure,Dinophysis_norvegica,17,0.53165,0.53851,0.42,0.72414
Baseline,Baseline_only,closure,Dinophysis_norvegica,18,0.37975,0.33045,0.31915,0.46875
Baseline,Baseline_only,closure,Dinophysis_norvegica,19,0.36364,0.37858,0.28,0.51852
Baseline,Baseline_only,closure,Dinophysis_norvegica,20,0.4557,0.41468,0.3913,0.54545
Baseline,Baseline_only,closure,Dinophysis_norvegica,21,0.38298,0.42567,0.28571,0.58065
Baseline,Baseline_only,closure,Dinophysis_norvegica,22,0.52273,0.58484,0.41071,0.71875
Baseline,Baseline_only,closure,Dinophysis_norvegica,23,0.36585,0.40248,0.27778,0.53571
Baseline,Baseline_only,closure,Dinophysis_norvegica,24,0.42697,0.3823,0.35185,0.54286
Baseline,Baseline_only,closure,Dinophysis_norvegica,25,0.37838,0.41791,0.30435,0.5
Baseline,Baseline_only,closure,Dinophysis_norvegica,26,0.45,0.43526,0.36735,0.58065
Baseline,Baseline_only,closure,Dinophysis_norvegica,27,0.45977,0.42795,0.36364,0.625
Baseline,Baseline_only,closure,Dinophysis_norvegica,28,0.52874,0.52281,0.45098,0.63889
Baseline,Baseline_only,closure,Dinophysis_norvegica,29,0.43373,0.474,0.35294,0.5625
Baseline,Baseline_only,closure,Dinophysis_norvegica,30,0.46667,0.43455,0.36207,0.65625
Baseline,Baseline_only,closure,Dinophysis_norvegica,31,0.49351,0.50218,0.42222,0.59375
Baseline,Baseline_only,closure,Dinophysis_norvegica,32,0.40541,0.36282,0.32609,0.53571
Baseline,Baseline_only,closure,Dinophysis_norvegica,33,0.47222,0.46532,0.35417,0.70833
Baseline,Baseline_only,closure,Dinophysis_norvegica,34,0.49462,0.49306,0.44231,0.56098
Baseline,Baseline_only,closure,Dinophysis_norvegica,35,0.49315,0.53515,0.4,0.64286
Baseline,Baseline_only,closure,Dinophysis_norvegica,36,0.45652,0.4397,0.38889,0.55263
Baseline,Baseline_only,closure,Dinophysis_norvegica,37,0.50549,0.47612,0.41818,0.63889
Baseline,Baseline_only,closure,Dinophysis_norvegica,38,0.4557,0.43432,0.38298,0.5625
Baseline,Baseline_only,closure,Dinophysis_norvegica,39,0.43182,0.47614,0.32759,0.63333
Baseline,Baseline_only,closure,Dinophysis_norvegica,40,0.48,0.51633,0.36735,0.69231
Baseline,Baseline_only,closure,Dinophysis_norvegica,41,0.40426,0.47712,0.33333,0.51351
Baseline,Baseline_only,closure,Dinophysis_norvegica,42,0.53846,0.51175,0.45652,0.65625
Baseline,Baseline_only,closure,Dinophysis_norvegica,43,0.43373,0.47586,0.35294,0.5625
Baseline,Baseline_only,closure,Dinophysis_norvegica,44,0.32941,0.3596,0.25926,0.45161
Baseline,Baseline_only,closure,Dinophysis_norvegica,45,0.44737,0.45015,0.34694,0.62963
Baseline,Baseline_only,closure,Dinophysis_norvegica,46,0.60241,0.56703,0.54348,0.67568
Baseline,Baseline_only,closure,Dinophysis_norvegica,47,0.58696,0.53371,0.51923,0.675
Baseline,Baseline_only,closure,Dinophysis_norvegica,48,0.40449,0.49124,0.34615,0.48649
Baseline,Baseline_only,closure,Dinophysis_norvegica,49,0.39535,0.39907,0.32075,0.51515
Baseline,Baseline_roms,closure,Dinophysis_norvegica,0,0.2623,0.3727,0.16667,0.61538
Baseline,Baseline_roms,closure,Dinophysis_norvegica,1,0.38889,0.49712,0.26415,0.73684
Baseline,Baseline_roms,closure,Dinophysis_norvegica,2,0.33766,0.46574,0.24074,0.56522
Baseline,Baseline_roms,closure,Dinophysis_norvegica,3,0.45714,0.57577,0.31373,0.84211
Baseline,Baseline_roms,closure,Dinophysis_norvegica,4,0.22535,0.34119,0.15094,0.44444
Baseline,Baseline_roms,closure,Dinophysis_norvegica,5,0.35135,0.47834,0.24528,0.61905
Baseline,Baseline_roms,closure,Dinophysis_norvegica,6,0.35821,0.45278,0.25,0.63158
Baseline,Baseline_roms,closure,Dinophysis_norvegica,7,0.48837,0.63705,0.35,0.80769
Baseline,Baseline_roms,closure,Dinophysis_norvegica,8,0.4,0.43694,0.27451,0.73684
Baseline,Baseline_roms,closure,Dinophysis_norvegica,9,0.43678,0.56097,0.33929,0.6129
Baseline,Baseline_roms,closure,Dinophysis_norvegica,10,0.36066,0.49578,0.23404,0.78571
Baseline,Baseline_roms,closure,Dinophysis_norvegica,11,0.35294,0.49169,0.27907,0.48
Baseline,Baseline_roms,closure,Dinophysis_norvegica,12,0.38889,0.5324,0.26415,0.73684
Baseline,Baseline_roms,closure,Dinophysis_norvegica,13,0.38235,0.43605,0.28261,0.59091
Baseline,Baseline_roms,closure,Dinophysis_norvegica,14,0.4058,0.49606,0.28571,0.7
Baseline,Baseline_roms,closure,Dinophysis_norvegica,15,0.30769,0.45685,0.18868,0.83333
Baseline,Baseline_roms,closure,Dinophysis_norvegica,16,0.43038,0.41501,0.35417,0.54839
Baseline,Baseline_roms,closure,Dinophysis_norvegica,17,0.39394,0.52496,0.26,0.8125
Baseline,Baseline_roms,closure,Dinophysis_norvegica,18,0.21875,0.34892,0.14894,0.41176
Baseline,Baseline_roms,closure,Dinophysis_norvegica,19,0.29851,0.37178,0.2,0.58824
Baseline,Baseline_roms,closure,Dinophysis_norvegica,20,0.36667,0.37339,0.23913,0.78571
Baseline,Baseline_roms,closure,Dinophysis_norvegica,21,0.35294,0.43828,0.2381,0.68182
Baseline,Baseline_roms,closure,Dinophysis_norvegica,22,0.46341,0.5683,0.33929,0.73077
Baseline,Baseline_roms,closure,Dinophysis_norvegica,23,0.30137,0.42522,0.2037,0.57895
Baseline,Baseline_roms,closure,Dinophysis_norvegica,24,0.41558,0.46383,0.2963,0.69565
Baseline,Baseline_roms,closure,Dinophysis_norvegica,25,0.25397,0.36579,0.17391,0.47059
Baseline,Baseline_roms,closure,Dinophysis_norvegica,26,0.28125,0.45207,0.18367,0.6
Baseline,Baseline_roms,closure,Dinophysis_norvegica,27,0.33803,0.4463,0.21818,0.75
Baseline,Baseline_roms,closure,Dinophysis_norvegica,28,0.27692,0.51516,0.17647,0.64286
Baseline,Baseline_roms,closure,Dinophysis_norvegica,29,0.46575,0.43002,0.33333,0.77273
Baseline,Baseline_roms,closure,Dinophysis_norvegica,30,0.31579,0.47106,0.2069,0.66667
Baseline,Baseline_roms,closure,Dinophysis_norvegica,31,0.375,0.44405,0.26667,0.63158
Baseline,Baseline_roms,closure,Dinophysis_norvegica,32,0.30986,0.38599,0.23913,0.44
Baseline,Baseline_roms,closure,Dinophysis_norvegica,33,0.44776,0.47286,0.3125,0.78947
Baseline,Baseline_roms,closure,Dinophysis_norvegica,34,0.4359,0.51995,0.32692,0.65385
Baseline,Baseline_roms,closure,Dinophysis_norvegica,35,0.33898,0.55086,0.22222,0.71429
Baseline,Baseline_roms,closure,Dinophysis_norvegica,36,0.32911,0.42083,0.24074,0.52
Baseline,Baseline_roms,closure,Dinophysis_norvegica,37,0.38961,0.46185,0.27273,0.68182
Baseline,Baseline_roms,closure,Dinophysis_norvegica,38,0.4,0.38783,0.29787,0.6087
Baseline,Baseline_roms,closure,Dinophysis_norvegica,39,0.48193,0.55642,0.34483,0.8
Baseline,Baseline_roms,closure,Dinophysis_norvegica,40,0.38806,0.45149,0.26531,0.72222
Baseline,Baseline_roms,closure,Dinophysis_norvegica,41,0.35,0.43693,0.24561,0.6087
Baseline,Baseline_roms,closure,Dinophysis_norvegica,42,0.4,0.50417,0.28261,0.68421
Baseline,Baseline_roms,closure,Dinophysis_norvegica,43,0.31429,0.4387,0.21569,0.57895
Baseline,Baseline_roms,closure,Dinophysis_norvegica,44,0.34286,0.43825,0.22222,0.75
Baseline,Baseline_roms,closure,Dinophysis_norvegica,45,0.3125,0.34121,0.20408,0.66667
Baseline,Baseline_roms,closure,Dinophysis_norvegica,46,0.47761,0.50718,0.34783,0.7619
Baseline,Baseline_roms,closure,Dinophysis_norvegica,47,0.49351,0.52394,0.36538,0.76
Baseline,Baseline_roms,closure,Dinophysis_norvegica,48,0.4,0.45805,0.28846,0.65217
Baseline,Baseline_roms,closure,Dinophysis_norvegica,49,0.41026,0.41593,0.30189,0.64
Baseline,Baseline_only,closure,Karenia,0,0.78038,0.83893,0.82063,0.7439
Baseline,Baseline_only,closure,Karenia,1,0.81696,0.88324,0.8249,0.80916
Baseline,Baseline_only,closure,Karenia,2,0.79238,0.87407,0.80309,0.78195
Baseline,Baseline_only,closure,Karenia,3,0.80903,0.85832,0.8107,0.80738
Baseline,Baseline_only,closure,Karenia,4,0.80178,0.86869,0.81448,0.78947
Baseline,Baseline_only,closure,Karenia,5,0.80835,0.85688,0.84524,0.77455
Baseline,Baseline_only,closure,Karenia,6,0.81405,0.87017,0.8383,0.79116
Baseline,Baseline_only,closure,Karenia,7,0.78282,0.83945,0.79227,0.77358
Baseline,Baseline_only,closure,Karenia,8,0.81607,0.87118,0.8178,0.81435
Baseline,Baseline_only,closure,Karenia,9,0.79125,0.86071,0.80894,0.77432
Baseline,Baseline_only,closure,Karenia,10,0.81466,0.86102,0.82305,0.80645
Baseline,Baseline_only,closure,Karenia,11,0.8044,0.85081,0.81333,0.79565
Baseline,Baseline_only,closure,Karenia,12,0.81363,0.86686,0.82857,0.79921
Baseline,Baseline_only,closure,Karenia,13,0.81377,0.87979,0.87391,0.76136
Baseline,Baseline_only,closure,Karenia,14,0.79503,0.88118,0.77733,0.81356
Baseline,Baseline_only,closure,Karenia,15,0.81616,0.87281,0.81781,0.81452
Baseline,Baseline_only,closure,Karenia,16,0.80808,0.87271,0.81633,0.8
Baseline,Baseline_only,closure,Karenia,17,0.8,0.85098,0.82969,0.77236
Baseline,Baseline_only,closure,Karenia,18,0.80784,0.88006,0.82072,0.79537
Baseline,Baseline_only,closure,Karenia,19,0.82376,0.87298,0.84211,0.8062
Baseline,Baseline_only,closure,Karenia,20,0.80979,0.89591,0.78755,0.83333
Baseline,Baseline_only,closure,Karenia,21,0.79359,0.88131,0.792,0.79518
Baseline,Baseline_only,closure,Karenia,22,0.75594,0.85639,0.7384,0.77434
Baseline,Baseline_only,closure,Karenia,23,0.80631,0.88871,0.80995,0.80269
Baseline,Baseline_only,closure,Karenia,24,0.78643,0.87021,0.79116,0.78175
Baseline,Baseline_only,closure,Karenia,25,0.76797,0.84509,0.78571,0.751
Baseline,Baseline_only,closure,Karenia,26,0.77866,0.83015,0.77559,0.78175
Baseline,Baseline_only,closure,Karenia,27,0.76892,0.82715,0.78008,0.75806
Baseline,Baseline_only,closure,Karenia,28,0.79837,0.8129,0.83404,0.76562
Baseline,Baseline_only,closure,Karenia,29,0.81391,0.89506,0.7992,0.82917
Baseline,Baseline_only,closure,Karenia,30,0.82231,0.90511,0.81893,0.82573
Baseline,Baseline_only,closure,Karenia,31,0.80321,0.87605,0.7874,0.81967
Baseline,Baseline_only,closure,Karenia,32,0.78,0.86393,0.80247,0.75875
Baseline,Baseline_only,closure,Karenia,33,0.81746,0.88774,0.81423,0.82072
Baseline,Baseline_only,closure,Karenia,34,0.81657,0.895,0.81818,0.81496
Baseline,Baseline_only,closure,Karenia,35,0.77731,0.85601,0.74,0.81858
Baseline,Baseline_only,closure,Karenia,36,0.77021,0.86953,0.78355,0.75732
Baseline,Baseline_only,closure,Karenia,37,0.77618,0.85598,0.73828,0.81818
Baseline,Baseline_only,closure,Karenia,38,0.77618,0.83251,0.78099,0.77143
Baseline,Baseline_only,closure,Karenia,39,0.82402,0.89075,0.80894,0.83966
Baseline,Baseline_only,closure,Karenia,40,0.77406,0.82881,0.81858,0.73413
Baseline,Baseline_only,closure,Karenia,41,0.81342,0.85232,0.82906,0.79835
Baseline,Baseline_only,closure,Karenia,42,0.79923,0.87011,0.8247,0.77528
Baseline,Baseline_only,closure,Karenia,43,0.8114,0.89068,0.83333,0.7906
Baseline,Baseline_only,closure,Karenia,44,0.81481,0.86235,0.836,0.79468
Baseline,Baseline_only,closure,Karenia,45,0.7973,0.84244,0.82326,0.77293
Baseline,Baseline_only,closure,Karenia,46,0.796,0.83393,0.80894,0.78346
Baseline,Baseline_only,closure,Karenia,47,0.79116,0.87389,0.79435,0.788
Baseline,Baseline_only,closure,Karenia,48,0.79923,0.85601,0.83133,0.76952
Baseline,Baseline_only,closure,Karenia,49,0.77632,0.86107,0.74059,0.81567
Baseline,Baseline_roms,closure,Karenia,0,0.80084,0.84294,0.8565,0.75197
Baseline,Baseline_roms,closure,Karenia,1,0.84962,0.89622,0.87938,0.82182
Baseline,Baseline_roms,closure,Karenia,2,0.82463,0.88444,0.85328,0.79783
Baseline,Baseline_roms,closure,Karenia,3,0.8373,0.87147,0.86831,0.80843
Baseline,Baseline_roms,closure,Karenia,4,0.81562,0.8804,0.85068,0.78333
Baseline,Baseline_roms,closure,Karenia,5,0.83704,0.87789,0.89683,0.78472
Baseline,Baseline_roms,closure,Karenia,6,0.82591,0.88017,0.86809,0.78764
Baseline,Baseline_roms,closure,Karenia,7,0.8246,0.85743,0.8744,0.78017
Baseline,Baseline_roms,closure,Karenia,8,0.82688,0.87713,0.86017,0.79608
Baseline,Baseline_roms,closure,Karenia,9,0.80851,0.87267,0.84959,0.77122
Baseline,Baseline_roms,closure,Karenia,10,0.83897,0.87509,0.86831,0.81154
Baseline,Baseline_roms,closure,Karenia,11,0.81545,0.85942,0.84444,0.78838
Baseline,Baseline_roms,closure,Karenia,12,0.84047,0.87777,0.88163,0.80297
Baseline,Baseline_roms,closure,Karenia,13,0.83034,0.8947,0.90435,0.76753
Baseline,Baseline_roms,closure,Karenia,14,0.82329,0.88814,0.82996,0.81673
Baseline,Baseline_roms,closure,Karenia,15,0.82515,0.88154,0.8502,0.80153
Baseline,Baseline_roms,closure,Karenia,16,0.82164,0.88027,0.83673,0.80709
Baseline,Baseline_roms,closure,Karenia,17,0.80652,0.8553,0.86463,0.75573
Baseline,Baseline_roms,closure,Karenia,18,0.83588,0.89384,0.87251,0.8022
Baseline,Baseline_roms,closure,Karenia,19,0.84149,0.88985,0.87045,0.81439
Baseline,Baseline_roms,closure,Karenia,20,0.83516,0.90247,0.83516,0.83516
Baseline,Baseline_roms,closure,Karenia,21,0.82192,0.8902,0.84,0.8046
Baseline,Baseline_roms,closure,Karenia,22,0.79098,0.86719,0.81435,0.76892
Baseline,Baseline_roms,closure,Karenia,23,0.81798,0.90125,0.82353,0.8125
Baseline,Baseline_roms,closure,Karenia,24,0.82625,0.87992,0.85944,0.79554
Baseline,Baseline_roms,closure,Karenia,25,0.81712,0.8536,0.88235,0.76087
Baseline,Baseline_roms,closure,Karenia,26,0.81285,0.85235,0.84646,0.78182
Baseline,Baseline_roms,closure,Karenia,27,0.79921,0.83262,0.84232,0.7603
Baseline,Baseline_roms,closure,Karenia,28,0.81909,0.83941,0.8766,0.76866
Baseline,Baseline_roms,closure,Karenia,29,0.85098,0.90927,0.87149,0.83142
Baseline,Baseline_roms,closure,Karenia,30,0.844,0.90893,0.86831,0.82101
Baseline,Baseline_roms,closure,Karenia,31,0.82785,0.87759,0.84252,0.81369
Baseline,Baseline_roms,closure,Karenia,32,0.81569,0.87095,0.85597,0.77903
Baseline,Baseline_roms,closure,Karenia,33,0.8466,0.90069,0.86166,0.83206
Baseline,Baseline_roms,closure,Karenia,34,0.85221,0.90241,0.87747,0.82836
Baseline,Baseline_roms,closure,Karenia,35,0.82772,0.87358,0.836,0.81961
Baseline,Baseline_roms,closure,Karenia,36,0.80493,0.88259,0.84848,0.76562
Baseline,Baseline_roms,closure,Karenia,37,0.81275,0.86955,0.79688,0.82927
Baseline,Baseline_roms,closure,Karenia,38,0.8202,0.8447,0.83884,0.80237
Baseline,Baseline_roms,closure,Karenia,39,0.83607,0.90741,0.82927,0.84298
Baseline,Baseline_roms,closure,Karenia,40,0.79424,0.84585,0.85398,0.74231
Baseline,Baseline_roms,closure,Karenia,41,0.82093,0.87085,0.87179,0.77567
Baseline,Baseline_roms,closure,Karenia,42,0.82375,0.88105,0.85657,0.79336
Baseline,Baseline_roms,closure,Karenia,43,0.83721,0.89918,0.89189,0.78884
Baseline,Baseline_roms,closure,Karenia,44,0.85393,0.8771,0.912,0.80282
Baseline,Baseline_roms,closure,Karenia,45,0.82096,0.85582,0.87442,0.77366
Baseline,Baseline_roms,closure,Karenia,46,0.8062,0.85375,0.84553,0.77037
Baseline,Baseline_roms,closure,Karenia,47,0.82261,0.89338,0.85081,0.79623
Baseline,Baseline_roms,closure,Karenia,48,0.82863,0.87464,0.88353,0.78014
Baseline,Baseline_roms,closure,Karenia,49,0.81988,0.87892,0.82845,0.81148
Baseline,Baseline_only,closure,Pseudo-nitzschia,0,0.54839,0.59392,0.4359,0.73913
Baseline,Baseline_only,closure,Pseudo-nitzschia,1,0.63415,0.64427,0.56522,0.72222
Baseline,Baseline_only,closure,Pseudo-nitzschia,2,0.61667,0.68957,0.52857,0.74
Baseline,Baseline_only,closure,Pseudo-nitzschia,3,0.58209,0.69656,0.48148,0.73585
Baseline,Baseline_only,closure,Pseudo-nitzschia,4,0.56311,0.57323,0.48333,0.67442
Baseline,Baseline_only,closure,Pseudo-nitzschia,5,0.55856,0.58157,0.45588,0.72093
Baseline,Baseline_only,closure,Pseudo-nitzschia,6,0.56,0.65103,0.49123,0.65116
Baseline,Baseline_only,closure,Pseudo-nitzschia,7,0.54135,0.64787,0.42857,0.73469
