blocking,ac,track,tier,species,fold,n_positive,f1,prauc
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,0,22,0.08621,0.0753
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,1,834,0.6601,0.6466
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,2,31,0.11538,0.12012
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,3,443,0.7123,0.63559
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,4,502,0.83716,0.94016
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,5,51,0.4186,0.50405
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,6,55,0.13043,0.14612
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,7,51,0.16216,0.21191
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,8,52,0.20253,0.31244
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_acuminata,9,50,0.2973,0.28612
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,0,22,0.4,0.24318
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,1,834,0.38268,0.6805
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,2,31,0.2439,0.22679
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,3,443,0.57179,0.65839
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,4,502,0.62087,0.92268
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,5,51,0.61538,0.65076
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,6,55,0.19549,0.17119
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,7,51,0.2716,0.30813
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,8,52,0.32,0.41154
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_acuminata,9,50,0.39474,0.47451
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_norvegica,0,4,0.0,0.01363
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_norvegica,1,205,0.0,0.15519
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_norvegica,2,4,0.0,0.22738
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_norvegica,3,7,0.0,0.00853
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_norvegica,4,7,0.0,0.01113
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_norvegica,5,5,0.0,0.00989
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_norvegica,6,5,0.0,0.02694
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_norvegica,7,6,0.0,0.02231
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_norvegica,8,7,0.0,0.04479
grid,ACOLITE,ACOLITE_only,closure,Dinophysis_norvegica,9,5,0.0,0.04929
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_norvegica,0,4,0.0,0.01339
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_norvegica,1,205,0.0,0.14863
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_norvegica,2,4,0.0,0.08661
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_norvegica,3,7,0.0,0.00836
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_norvegica,4,7,0.0,0.02852
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_norvegica,5,5,0.0,0.03285
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_norvegica,6,5,0.0,0.03771
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_norvegica,7,6,0.0,0.09269
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_norvegica,8,7,0.0,0.03997
grid,ACOLITE,ACOLITE_roms,closure,Dinophysis_norvegica,9,5,0.0,0.06276
grid,ACOLITE,ACOLITE_only,closure,Karenia,0,36,0.32911,0.46343
grid,ACOLITE,ACOLITE_only,closure,Karenia,1,26,0.58537,0.56362
grid,ACOLITE,ACOLITE_only,closure,Karenia,2,655,0.49564,0.57695
grid,ACOLITE,ACOLITE_only,closure,Karenia,3,47,0.71429,0.7887
grid,ACOLITE,ACOLITE_only,closure,Karenia,4,52,0.66667,0.65979
grid,ACOLITE,ACOLITE_only,closure,Karenia,5,191,0.65761,0.71373
grid,ACOLITE,ACOLITE_only,closure,Karenia,6,48,0.7191,0.77604
grid,ACOLITE,ACOLITE_only,closure,Karenia,7,56,0.4,0.7181
grid,ACOLITE,ACOLITE_only,closure,Karenia,8,54,0.62791,0.78413
grid,ACOLITE,ACOLITE_only,closure,Karenia,9,47,0.74157,0.81515
grid,ACOLITE,ACOLITE_roms,closure,Karenia,0,36,0.22857,0.49026
grid,ACOLITE,ACOLITE_roms,closure,Karenia,1,26,0.66667,0.59384
grid,ACOLITE,ACOLITE_roms,closure,Karenia,2,655,0.35991,0.58386
grid,ACOLITE,ACOLITE_roms,closure,Karenia,3,47,0.81319,0.84751
grid,ACOLITE,ACOLITE_roms,closure,Karenia,4,52,0.73469,0.66918
grid,ACOLITE,ACOLITE_roms,closure,Karenia,5,191,0.65263,0.70369
grid,ACOLITE,ACOLITE_roms,closure,Karenia,6,48,0.83673,0.84337
grid,ACOLITE,ACOLITE_roms,closure,Karenia,7,56,0.71154,0.77312
grid,ACOLITE,ACOLITE_roms,closure,Karenia,8,54,0.72527,0.84514
grid,ACOLITE,ACOLITE_roms,closure,Karenia,9,47,0.8,0.82767
grid,ACOLITE,ACOLITE_only,closure,Pseudo-nitzschia,0,22,0.64706,0.68362
grid,ACOLITE,ACOLITE_only,closure,Pseudo-nitzschia,1,132,0.0,0.14122
grid,ACOLITE,ACOLITE_only,closure,Pseudo-nitzschia,2,19,0.4,0.68258
grid,ACOLITE,ACOLITE_only,closure,Pseudo-nitzschia,3,31,0.46512,0.36636
grid,ACOLITE,ACOLITE_only,closure,Pseudo-nitzschia,4,58,0.14706,0.1884
grid,ACOLITE,ACOLITE_only,closure,Pseudo-nitzschia,5,25,0.59459,0.69666
grid,ACOLITE,ACOLITE_only,closure,Pseudo-nitzschia,6,20,0.2963,0.31076
grid,ACOLITE,ACOLITE_only,closure,Pseudo-nitzschia,7,20,0.2963,0.54243
grid,ACOLITE,ACOLITE_only,closure,Pseudo-nitzschia,8,25,0.41176,0.66001
grid,ACOLITE,ACOLITE_only,closure,Pseudo-nitzschia,9,26,0.22857,0.4732
grid,ACOLITE,ACOLITE_roms,closure,Pseudo-nitzschia,0,22,0.68571,0.72995
grid,ACOLITE,ACOLITE_roms,closure,Pseudo-nitzschia,1,132,0.0,0.12462
grid,ACOLITE,ACOLITE_roms,closure,Pseudo-nitzschia,2,19,0.41667,0.73548
grid,ACOLITE,ACOLITE_roms,closure,Pseudo-nitzschia,3,31,0.54545,0.52289
grid,ACOLITE,ACOLITE_roms,closure,Pseudo-nitzschia,4,58,0.21918,0.20317
grid,ACOLITE,ACOLITE_roms,closure,Pseudo-nitzschia,5,25,0.63158,0.82827
grid,ACOLITE,ACOLITE_roms,closure,Pseudo-nitzschia,6,20,0.41379,0.38799
grid,ACOLITE,ACOLITE_roms,closure,Pseudo-nitzschia,7,20,0.46667,0.66063
grid,ACOLITE,ACOLITE_roms,closure,Pseudo-nitzschia,8,25,0.69767,0.7576
grid,ACOLITE,ACOLITE_roms,closure,Pseudo-nitzschia,9,26,0.53333,0.54161
grid,Baseline,Baseline_only,closure,Alexandrium_catenella,0,54,0.5,0.62755
grid,Baseline,Baseline_only,closure,Alexandrium_catenella,1,641,0.0355,0.44692
grid,Baseline,Baseline_only,closure,Alexandrium_catenella,2,58,0.55102,0.59171
grid,Baseline,Baseline_only,closure,Alexandrium_catenella,3,81,0.44898,0.47497
grid,Baseline,Baseline_only,closure,Alexandrium_catenella,4,150,0.13575,0.23112
grid,Baseline,Baseline_only,closure,Alexandrium_catenella,5,62,0.48889,0.63763
grid,Baseline,Baseline_only,closure,Alexandrium_catenella,6,67,0.38,0.41659
grid,Baseline,Baseline_only,closure,Alexandrium_catenella,7,64,0.44186,0.64644
grid,Baseline,Baseline_only,closure,Alexandrium_catenella,8,66,0.41584,0.50303
grid,Baseline,Baseline_only,closure,Alexandrium_catenella,9,60,0.55357,0.57623
grid,Baseline,Baseline_roms,closure,Alexandrium_catenella,0,54,0.74468,0.86952
grid,Baseline,Baseline_roms,closure,Alexandrium_catenella,1,641,0.02757,0.47477
grid,Baseline,Baseline_roms,closure,Alexandrium_catenella,2,58,0.72549,0.8188
grid,Baseline,Baseline_roms,closure,Alexandrium_catenella,3,81,0.53125,0.49166
grid,Baseline,Baseline_roms,closure,Alexandrium_catenella,4,150,0.17175,0.20129
grid,Baseline,Baseline_roms,closure,Alexandrium_catenella,5,62,0.52174,0.68852
grid,Baseline,Baseline_roms,closure,Alexandrium_catenella,6,67,0.47706,0.47348
grid,Baseline,Baseline_roms,closure,Alexandrium_catenella,7,64,0.66,0.74843
grid,Baseline,Baseline_roms,closure,Alexandrium_catenella,8,66,0.50526,0.61154
grid,Baseline,Baseline_roms,closure,Alexandrium_catenella,9,60,0.62857,0.66188
grid,Baseline,Baseline_only,closure,Dinophysis_acuminata,0,22,0.18667,0.14379
grid,Baseline,Baseline_only,closure,Dinophysis_acuminata,1,834,0.56223,0.705
grid,Baseline,Baseline_only,closure,Dinophysis_acuminata,2,31,0.16,0.07962
grid,Baseline,Baseline_only,closure,Dinophysis_acuminata,3,443,0.71895,0.66088
grid,Baseline,Baseline_only,closure,Dinophysis_acuminata,4,502,0.89093,0.93821
grid,Baseline,Baseline_only,closure,Dinophysis_acuminata,5,51,0.35897,0.43101
grid,Baseline,Baseline_only,closure,Dinophysis_acuminata,6,55,0.11009,0.12783
grid,Baseline,Baseline_only,closure,Dinophysis_acuminata,7,51,0.21333,0.24382
grid,Baseline,Baseline_only,closure,Dinophysis_acuminata,8,52,0.16129,0.28362
grid,Baseline,Baseline_only,closure,Dinophysis_acuminata,9,50,0.12698,0.25357
grid,Baseline,Baseline_roms,closure,Dinophysis_acuminata,0,22,0.25532,0.25752
grid,Baseline,Baseline_roms,closure,Dinophysis_acuminata,1,834,0.37885,0.7073
grid,Baseline,Baseline_roms,closure,Dinophysis_acuminata,2,31,0.19048,0.15739
grid,Baseline,Baseline_roms,closure,Dinophysis_acuminata,3,443,0.50243,0.56223
grid,Baseline,Baseline_roms,closure,Dinophysis_acuminata,4,502,0.61518,0.90815
grid,Baseline,Baseline_roms,closure,Dinophysis_acuminata,5,51,0.475,0.57048
grid,Baseline,Baseline_roms,closure,Dinophysis_acuminata,6,55,0.13793,0.14658
grid,Baseline,Baseline_roms,closure,Dinophysis_acuminata,7,51,0.31707,0.30676
grid,Baseline,Baseline_roms,closure,Dinophysis_acuminata,8,52,0.22581,0.39133
grid,Baseline,Baseline_roms,closure,Dinophysis_acuminata,9,50,0.27778,0.41831
grid,Baseline,Baseline_only,closure,Dinophysis_norvegica,0,4,0.0,0.00751
grid,Baseline,Baseline_only,closure,Dinophysis_norvegica,1,205,0.0,0.15253
grid,Baseline,Baseline_only,closure,Dinophysis_norvegica,2,4,0.0,0.05457
grid,Baseline,Baseline_only,closure,Dinophysis_norvegica,3,7,0.0,0.01233
grid,Baseline,Baseline_only,closure,Dinophysis_norvegica,4,7,0.0,0.02149
grid,Baseline,Baseline_only,closure,Dinophysis_norvegica,5,5,0.0,0.03967
grid,Baseline,Baseline_only,closure,Dinophysis_norvegica,6,5,0.0,0.02395
grid,Baseline,Baseline_only,closure,Dinophysis_norvegica,7,6,0.0,0.05663
grid,Baseline,Baseline_only,closure,Dinophysis_norvegica,8,7,0.0,0.16918
grid,Baseline,Baseline_only,closure,Dinophysis_norvegica,9,5,0.0,0.0142
grid,Baseline,Baseline_roms,closure,Dinophysis_norvegica,0,4,0.0,0.00851
grid,Baseline,Baseline_roms,closure,Dinophysis_norvegica,1,205,0.0,0.15222
grid,Baseline,Baseline_roms,closure,Dinophysis_norvegica,2,4,0.0,0.04155
grid,Baseline,Baseline_roms,closure,Dinophysis_norvegica,3,7,0.0,0.01024
grid,Baseline,Baseline_roms,closure,Dinophysis_norvegica,4,7,0.0,0.0108
grid,Baseline,Baseline_roms,closure,Dinophysis_norvegica,5,5,0.0,0.03196
grid,Baseline,Baseline_roms,closure,Dinophysis_norvegica,6,5,0.0,0.01854
grid,Baseline,Baseline_roms,closure,Dinophysis_norvegica,7,6,0.0,0.07979
grid,Baseline,Baseline_roms,closure,Dinophysis_norvegica,8,7,0.0,0.07497
grid,Baseline,Baseline_roms,closure,Dinophysis_norvegica,9,5,0.0,0.0331
grid,Baseline,Baseline_only,closure,Karenia,0,36,0.31461,0.36633
grid,Baseline,Baseline_only,closure,Karenia,1,26,0.46154,0.4439
grid,Baseline,Baseline_only,closure,Karenia,2,655,0.29882,0.59357
grid,Baseline,Baseline_only,closure,Karenia,3,47,0.58333,0.76084
grid,Baseline,Baseline_only,closure,Karenia,4,52,0.52273,0.63732
grid,Baseline,Baseline_only,closure,Karenia,5,191,0.6621,0.63708
grid,Baseline,Baseline_only,closure,Karenia,6,48,0.65116,0.73343
grid,Baseline,Baseline_only,closure,Karenia,7,56,0.44186,0.58772
grid,Baseline,Baseline_only,closure,Karenia,8,54,0.45946,0.69519
grid,Baseline,Baseline_only,closure,Karenia,9,47,0.6506,0.74235
grid,Baseline,Baseline_roms,closure,Karenia,0,36,0.38776,0.4872
grid,Baseline,Baseline_roms,closure,Karenia,1,26,0.66667,0.59714
grid,Baseline,Baseline_roms,closure,Karenia,2,655,0.34216,0.5692
grid,Baseline,Baseline_roms,closure,Karenia,3,47,0.79545,0.8267
grid,Baseline,Baseline_roms,closure,Karenia,4,52,0.65347,0.6667
grid,Baseline,Baseline_roms,closure,Karenia,5,191,0.68182,0.66841
grid,Baseline,Baseline_roms,closure,Karenia,6,48,0.73333,0.78609
grid,Baseline,Baseline_roms,closure,Karenia,7,56,0.50549,0.72293
grid,Baseline,Baseline_roms,closure,Karenia,8,54,0.59524,0.80325
grid,Baseline,Baseline_roms,closure,Karenia,9,47,0.71739,0.82015
grid,Baseline,Baseline_only,closure,Pseudo-nitzschia,0,22,0.51613,0.73557
grid,Baseline,Baseline_only,closure,Pseudo-nitzschia,1,132,0.0,0.10269
grid,Baseline,Baseline_only,closure,Pseudo-nitzschia,2,19,0.0,0.37088
grid,Baseline,Baseline_only,closure,Pseudo-nitzschia,3,31,0.44898,0.40314
grid,Baseline,Baseline_only,closure,Pseudo-nitzschia,4,58,0.20779,0.16665
grid,Baseline,Baseline_only,closure,Pseudo-nitzschia,5,25,0.4375,0.70945
grid,Baseline,Baseline_only,closure,Pseudo-nitzschia,6,20,0.08333,0.2007
grid,Baseline,Baseline_only,closure,Pseudo-nitzschia,7,20,0.2963,0.58738
grid,Baseline,Baseline_only,closure,Pseudo-nitzschia,8,25,0.26667,0.6289
grid,Baseline,Baseline_only,closure,Pseudo-nitzschia,9,26,0.29412,0.47192
grid,Baseline,Baseline_roms,closure,Pseudo-nitzschia,0,22,0.68571,0.78851
grid,Baseline,Baseline_roms,closure,Pseudo-nitzschia,1,132,0.0,0.12597
grid,Baseline,Baseline_roms,closure,Pseudo-nitzschia,2,19,0.09091,0.55251
grid,Baseline,Baseline_roms,closure,Pseudo-nitzschia,3,31,0.47826,0.58249
grid,Baseline,Baseline_roms,closure,Pseudo-nitzschia,4,58,0.26316,0.20466
grid,Baseline,Baseline_roms,closure,Pseudo-nitzschia,5,25,0.59459,0.79663
grid,Baseline,Baseline_roms,closure,Pseudo-nitzschia,6,20,0.44444,0.37916
grid,Baseline,Baseline_roms,closure,Pseudo-nitzschia,7,20,0.41379,0.64919
grid,Baseline,Baseline_roms,closure,Pseudo-nitzschia,8,25,0.6,0.72738
grid,Baseline,Baseline_roms,closure,Pseudo-nitzschia,9,26,0.5,0.70754
grid,C2RCC,C2RCC_only,closure,Alexandrium_catenella,0,54,0.55422,0.70201
grid,C2RCC,C2RCC_only,closure,Alexandrium_catenella,1,641,0.03318,0.44284
grid,C2RCC,C2RCC_only,closure,Alexandrium_catenella,2,58,0.4,0.54906
grid,C2RCC,C2RCC_only,closure,Alexandrium_catenella,3,81,0.38554,0.38983
grid,C2RCC,C2RCC_only,closure,Alexandrium_catenella,4,150,0.1551,0.21273
grid,C2RCC,C2RCC_only,closure,Alexandrium_catenella,5,62,0.45545,0.55026
grid,C2RCC,C2RCC_only,closure,Alexandrium_catenella,6,67,0.36667,0.35865
grid,C2RCC,C2RCC_only,closure,Alexandrium_catenella,7,64,0.44231,0.53296
grid,C2RCC,C2RCC_only,closure,Alexandrium_catenella,8,66,0.41379,0.4321
grid,C2RCC,C2RCC_only,closure,Alexandrium_catenella,9,60,0.46465,0.51033
grid,C2RCC,C2RCC_roms,closure,Alexandrium_catenella,0,54,0.76596,0.84013
grid,C2RCC,C2RCC_roms,closure,Alexandrium_catenella,1,641,0.01843,0.4884
grid,C2RCC,C2RCC_roms,closure,Alexandrium_catenella,2,58,0.71154,0.77941
grid,C2RCC,C2RCC_roms,closure,Alexandrium_catenella,3,81,0.54098,0.47434
grid,C2RCC,C2RCC_roms,closure,Alexandrium_catenella,4,150,0.20408,0.20912
grid,C2RCC,C2RCC_roms,closure,Alexandrium_catenella,5,62,0.55769,0.64377
grid,C2RCC,C2RCC_roms,closure,Alexandrium_catenella,6,67,0.53333,0.55223
grid,C2RCC,C2RCC_roms,closure,Alexandrium_catenella,7,64,0.62264,0.67205
grid,C2RCC,C2RCC_roms,closure,Alexandrium_catenella,8,66,0.53465,0.62783
grid,C2RCC,C2RCC_roms,closure,Alexandrium_catenella,9,60,0.61224,0.70954
grid,C2RCC,C2RCC_only,closure,Dinophysis_acuminata,0,22,0.04776,0.0274
grid,C2RCC,C2RCC_only,closure,Dinophysis_acuminata,1,834,0.59305,0.6633
grid,C2RCC,C2RCC_only,closure,Dinophysis_acuminata,2,31,0.11667,0.03926
grid,C2RCC,C2RCC_only,closure,Dinophysis_acuminata,3,443,0.50882,0.60435
grid,C2RCC,C2RCC_only,closure,Dinophysis_acuminata,4,502,0.67647,0.90618
grid,C2RCC,C2RCC_only,closure,Dinophysis_acuminata,5,51,0.23077,0.33001
grid,C2RCC,C2RCC_only,closure,Dinophysis_acuminata,6,55,0.19858,0.1522
grid,C2RCC,C2RCC_only,closure,Dinophysis_acuminata,7,51,0.24742,0.25171
grid,C2RCC,C2RCC_only,closure,Dinophysis_acuminata,8,52,0.12821,0.1786
grid,C2RCC,C2RCC_only,closure,Dinophysis_acuminata,9,50,0.30769,0.29739
grid,C2RCC,C2RCC_roms,closure,Dinophysis_acuminata,0,22,0.22222,0.24008
grid,C2RCC,C2RCC_roms,closure,Dinophysis_acuminata,1,834,0.29545,0.68395
grid,C2RCC,C2RCC_roms,closure,Dinophysis_acuminata,2,31,0.08,0.0764
grid,C2RCC,C2RCC_roms,closure,Dinophysis_acuminata,3,443,0.36593,0.58819
grid,C2RCC,C2RCC_roms,closure,Dinophysis_acuminata,4,502,0.52374,0.91148
grid,C2RCC,C2RCC_roms,closure,Dinophysis_acuminata,5,51,0.575,0.62792
grid,C2RCC,C2RCC_roms,closure,Dinophysis_acuminata,6,55,0.19512,0.17854
grid,C2RCC,C2RCC_roms,closure,Dinophysis_acuminata,7,51,0.3908,0.35203
grid,C2RCC,C2RCC_roms,closure,Dinophysis_acuminata,8,52,0.23188,0.33308
grid,C2RCC,C2RCC_roms,closure,Dinophysis_acuminata,9,50,0.40909,0.41824
grid,C2RCC,C2RCC_only,closure,Dinophysis_norvegica,0,4,0.0,0.08633
grid,C2RCC,C2RCC_only,closure,Dinophysis_norvegica,1,205,0.0,0.12682
grid,C2RCC,C2RCC_only,closure,Dinophysis_norvegica,2,4,0.0,0.00589
grid,C2RCC,C2RCC_only,closure,Dinophysis_norvegica,3,7,0.0,0.01033
grid,C2RCC,C2RCC_only,closure,Dinophysis_norvegica,4,7,0.0,0.00894
grid,C2RCC,C2RCC_only,closure,Dinophysis_norvegica,5,5,0.0,0.02258
grid,C2RCC,C2RCC_only,closure,Dinophysis_norvegica,6,5,0.0,0.0133
grid,C2RCC,C2RCC_only,closure,Dinophysis_norvegica,7,6,0.0,0.0135
grid,C2RCC,C2RCC_only,closure,Dinophysis_norvegica,8,7,0.0,0.02471
grid,C2RCC,C2RCC_only,closure,Dinophysis_norvegica,9,5,0.0,0.03183
grid,C2RCC,C2RCC_roms,closure,Dinophysis_norvegica,0,4,0.0,0.02134
grid,C2RCC,C2RCC_roms,closure,Dinophysis_norvegica,1,205,0.0,0.1439
grid,C2RCC,C2RCC_roms,closure,Dinophysis_norvegica,2,4,0.0,0.00293
grid,C2RCC,C2RCC_roms,closure,Dinophysis_norvegica,3,7,0.0,0.00837
grid,C2RCC,C2RCC_roms,closure,Dinophysis_norvegica,4,7,0.0,0.00838
grid,C2RCC,C2RCC_roms,closure,Dinophysis_norvegica,5,5,0.0,0.02725
grid,C2RCC,C2RCC_roms,closure,Dinophysis_norvegica,6,5,0.0,0.01351
grid,C2RCC,C2RCC_roms,closure,Dinophysis_norvegica,7,6,0.0,0.01446
grid,C2RCC,C2RCC_roms,closure,Dinophysis_norvegica,8,7,0.0,0.02855
grid,C2RCC,C2RCC_roms,closure,Dinophysis_norvegica,9,5,0.0,0.04119
grid,C2RCC,C2RCC_only,closure,Karenia,0,36,0.63158,0.63443
grid,C2RCC,C2RCC_only,closure,Karenia,1,26,0.18182,0.27833
grid,C2RCC,C2RCC_only,closure,Karenia,2,655,0.33661,0.51084
grid,C2RCC,C2RCC_only,closure,Karenia,3,47,0.53521,0.6342
grid,C2RCC,C2RCC_only,closure,Karenia,4,52,0.51613,0.59229
grid,C2RCC,C2RCC_only,closure,Karenia,5,191,0.67692,0.6422
grid,C2RCC,C2RCC_only,closure,Karenia,6,48,0.62338,0.71183
grid,C2RCC,C2RCC_only,closure,Karenia,7,56,0.68627,0.67699
grid,C2RCC,C2RCC_only,closure,Karenia,8,54,0.51852,0.65477
grid,C2RCC,C2RCC_only,closure,Karenia,9,47,0.55696,0.70907
grid,C2RCC,C2RCC_roms,closure,Karenia,0,36,0.37398,0.51218
grid,C2RCC,C2RCC_roms,closure,Karenia,1,26,0.66667,0.59264
grid,C2RCC,C2RCC_roms,closure,Karenia,2,655,0.51967,0.53466
grid,C2RCC,C2RCC_roms,closure,Karenia,3,47,0.72941,0.81306
grid,C2RCC,C2RCC_roms,closure,Karenia,4,52,0.66667,0.67051
grid,C2RCC,C2RCC_roms,closure,Karenia,5,191,0.7126,0.64553
grid,C2RCC,C2RCC_roms,closure,Karenia,6,48,0.73913,0.77049
grid,C2RCC,C2RCC_roms,closure,Karenia,7,56,0.77778,0.7694
grid,C2RCC,C2RCC_roms,closure,Karenia,8,54,0.61905,0.82357
grid,C2RCC,C2RCC_roms,closure,Karenia,9,47,0.73684,0.80735
grid,C2RCC,C2RCC_only,closure,Pseudo-nitzschia,0,22,0.23077,0.80004
grid,C2RCC,C2RCC_only,closure,Pseudo-nitzschia,1,132,0.1039,0.11367
grid,C2RCC,C2RCC_only,closure,Pseudo-nitzschia,2,19,0.25,0.41815
grid,C2RCC,C2RCC_only,closure,Pseudo-nitzschia,3,31,0.38095,0.32424
grid,C2RCC,C2RCC_only,closure,Pseudo-nitzschia,4,58,0.14634,0.1351
grid,C2RCC,C2RCC_only,closure,Pseudo-nitzschia,5,25,0.14815,0.61883
grid,C2RCC,C2RCC_only,closure,Pseudo-nitzschia,6,20,0.16,0.17808
grid,C2RCC,C2RCC_only,closure,Pseudo-nitzschia,7,20,0.25,0.42831
grid,C2RCC,C2RCC_only,closure,Pseudo-nitzschia,8,25,0.4,0.59835
grid,C2RCC,C2RCC_only,closure,Pseudo-nitzschia,9,26,0.38889,0.56166
grid,C2RCC,C2RCC_roms,closure,Pseudo-nitzschia,0,22,0.60606,0.90761
grid,C2RCC,C2RCC_roms,closure,Pseudo-nitzschia,1,132,0.0,0.13699
grid,C2RCC,C2RCC_roms,closure,Pseudo-nitzschia,2,19,0.32,0.68149
grid,C2RCC,C2RCC_roms,closure,Pseudo-nitzschia,3,31,0.48889,0.47751
grid,C2RCC,C2RCC_roms,closure,Pseudo-nitzschia,4,58,0.25,0.19227
grid,C2RCC,C2RCC_roms,closure,Pseudo-nitzschia,5,25,0.52941,0.82086
grid,C2RCC,C2RCC_roms,closure,Pseudo-nitzschia,6,20,0.34483,0.30198
grid,C2RCC,C2RCC_roms,closure,Pseudo-nitzschia,7,20,0.38462,0.57155
grid,C2RCC,C2RCC_roms,closure,Pseudo-nitzschia,8,25,0.65,0.70334
grid,C2RCC,C2RCC_roms,closure,Pseudo-nitzschia,9,26,0.61905,0.66079
grid,ACOLITE,ACOLITE_only,warning,Alexandrium_catenella,0,67,0.45545,0.42324
grid,ACOLITE,ACOLITE_only,warning,Alexandrium_catenella,1,85,0.57364,0.51509
grid,ACOLITE,ACOLITE_only,warning,Alexandrium_catenella,2,190,0.26781,0.3406
grid,ACOLITE,ACOLITE_only,warning,Alexandrium_catenella,3,765,0.09797,0.5458
grid,ACOLITE,ACOLITE_only,warning,Alexandrium_catenella,4,76,0.65625,0.73872
grid,ACOLITE,ACOLITE_only,warning,Alexandrium_catenella,5,208,0.31642,0.41627
grid,ACOLITE,ACOLITE_only,warning,Alexandrium_catenella,6,80,0.51471,0.56255
grid,ACOLITE,ACOLITE_only,warning,Alexandrium_catenella,7,76,0.59701,0.65303
grid,ACOLITE,ACOLITE_only,warning,Alexandrium_catenella,8,75,0.57812,0.64031
grid,ACOLITE,ACOLITE_only,warning,Alexandrium_catenella,9,72,0.43411,0.48184
grid,ACOLITE,ACOLITE_roms,warning,Alexandrium_catenella,0,67,0.49485,0.64844
grid,ACOLITE,ACOLITE_roms,warning,Alexandrium_catenella,1,85,0.59701,0.72293
grid,ACOLITE,ACOLITE_roms,warning,Alexandrium_catenella,2,190,0.27615,0.41821
grid,ACOLITE,ACOLITE_roms,warning,Alexandrium_catenella,3,765,0.05993,0.55444
grid,ACOLITE,ACOLITE_roms,warning,Alexandrium_catenella,4,76,0.69173,0.79997
grid,ACOLITE,ACOLITE_roms,warning,Alexandrium_catenella,5,208,0.32854,0.32264
grid,ACOLITE,ACOLITE_roms,warning,Alexandrium_catenella,6,80,0.56716,0.6395
grid,ACOLITE,ACOLITE_roms,warning,Alexandrium_catenella,7,76,0.63768,0.67396
grid,ACOLITE,ACOLITE_roms,warning,Alexandrium_catenella,8,75,0.624,0.69958
grid,ACOLITE,ACOLITE_roms,warning,Alexandrium_catenella,9,72,0.49206,0.60544
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_acuminata,0,280,0.20853,0.25243
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_acuminata,1,336,0.37913,0.4036
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_acuminata,2,726,0.9262,0.94032
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_acuminata,3,1175,0.82762,0.79964
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_acuminata,4,175,0.43165,0.52032
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_acuminata,5,587,0.91674,0.93986
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_acuminata,6,147,0.48763,0.4536
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_acuminata,7,145,0.45133,0.52981
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_acuminata,8,153,0.4186,0.49579
grid,ACOLITE,ACOLITE_only,warning,Dinophysis_acuminata,9,157,0.58675,0.59034
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_acuminata,0,280,0.20556,0.27188
grid,ACOLITE,ACOLITE_roms,warning,Dinophysis_acuminata,1,336,0.33471,0.45543
