model,train_acc,test_acc,test_precision,test_recall,test_f1,test_roc_auc,cv_f1_mean,cv_f1_std
L2 (C=1.0),0.5480769230769231,0.5358851674641149,0.6716417910447762,0.375,0.48128342245989303,0.6086610486891386,0.5000487726240338,0.04527761856873466
L2 (C=0.1),0.5576923076923077,0.5502392344497608,0.696969696969697,0.38333333333333336,0.4946236559139785,0.5863764044943821,0.5172212972769212,0.02618158848213217
L1 (C=1.0),0.5480769230769231,0.5406698564593302,0.6875,0.36666666666666664,0.4782608695652174,0.5909644194756555,0.4866129353323522,0.04483036749088501
