ac,track,species,fold,r2,rmse,mae
Baseline,Baseline_only,Dinophysis_acuminata,30,0.54088,1482.82503,492.27493
Baseline,Baseline_only,Dinophysis_acuminata,31,0.54691,5818.5471,661.46793
Baseline,Baseline_only,Dinophysis_acuminata,32,0.49821,1620.78101,476.40446
Baseline,Baseline_only,Dinophysis_acuminata,33,0.54344,1442.85813,492.76476
Baseline,Baseline_only,Dinophysis_acuminata,34,0.55854,5779.19559,631.7014
Baseline,Baseline_only,Dinophysis_acuminata,35,0.50788,1904.3586,550.63235
Baseline,Baseline_only,Dinophysis_acuminata,36,0.51675,2085.97627,504.85823
Baseline,Baseline_only,Dinophysis_acuminata,37,0.50132,1506.32135,497.58931
Baseline,Baseline_only,Dinophysis_acuminata,38,0.50935,1190.90314,454.37085
Baseline,Baseline_only,Dinophysis_acuminata,39,0.50071,5778.18444,677.97167
Baseline,Baseline_only,Dinophysis_acuminata,40,0.50761,1156.51976,433.50455
Baseline,Baseline_only,Dinophysis_acuminata,41,0.46783,10090.20628,788.79158
Baseline,Baseline_only,Dinophysis_acuminata,42,0.50177,9991.14015,780.96178
Baseline,Baseline_only,Dinophysis_acuminata,43,0.47451,1008.20669,424.55037
Baseline,Baseline_only,Dinophysis_acuminata,44,0.51918,1146.17171,480.91121
Baseline,Baseline_only,Dinophysis_acuminata,45,0.49811,914.52563,455.84421
Baseline,Baseline_only,Dinophysis_acuminata,46,0.51268,1261.1878,490.06551
Baseline,Baseline_only,Dinophysis_acuminata,47,0.5077,6454.15694,740.60101
Baseline,Baseline_only,Dinophysis_acuminata,48,0.49015,2272.50218,560.64859
Baseline,Baseline_only,Dinophysis_acuminata,49,0.47317,1560.4853,439.74795
Baseline,Baseline_roms,Dinophysis_acuminata,0,0.55043,775.96077,410.28733
Baseline,Baseline_roms,Dinophysis_acuminata,1,0.55039,9979.5287,734.93879
Baseline,Baseline_roms,Dinophysis_acuminata,2,0.56463,2352.33116,499.73873
Baseline,Baseline_roms,Dinophysis_acuminata,3,0.56464,1883.56976,499.00751
Baseline,Baseline_roms,Dinophysis_acuminata,4,0.53884,2177.59479,522.04915
Baseline,Baseline_roms,Dinophysis_acuminata,5,0.5769,1996.18975,561.4294
Baseline,Baseline_roms,Dinophysis_acuminata,6,0.5452,10334.21619,852.06128
Baseline,Baseline_roms,Dinophysis_acuminata,7,0.57771,6158.51929,720.14314
Baseline,Baseline_roms,Dinophysis_acuminata,8,0.57785,1540.8164,484.17775
Baseline,Baseline_roms,Dinophysis_acuminata,9,0.52921,10246.69064,887.17955
Baseline,Baseline_roms,Dinophysis_acuminata,10,0.603,5901.22282,655.19798
Baseline,Baseline_roms,Dinophysis_acuminata,11,0.51313,2063.96481,502.89837
Baseline,Baseline_roms,Dinophysis_acuminata,12,0.5802,1011.70081,453.70631
Baseline,Baseline_roms,Dinophysis_acuminata,13,0.5602,1491.37065,490.32288
Baseline,Baseline_roms,Dinophysis_acuminata,14,0.5153,10438.41348,884.1298
Baseline,Baseline_roms,Dinophysis_acuminata,15,0.51653,11785.20373,1028.69825
Baseline,Baseline_roms,Dinophysis_acuminata,16,0.58622,1463.89356,462.74147
Baseline,Baseline_roms,Dinophysis_acuminata,17,0.54861,10059.19793,776.35115
Baseline,Baseline_roms,Dinophysis_acuminata,18,0.5865,2165.37049,517.65883
Baseline,Baseline_roms,Dinophysis_acuminata,19,0.52266,5997.24371,665.78238
Baseline,Baseline_roms,Dinophysis_acuminata,20,0.583,2301.90224,549.21604
Baseline,Baseline_roms,Dinophysis_acuminata,21,0.55087,770.8621,398.02851
Baseline,Baseline_roms,Dinophysis_acuminata,22,0.56767,1486.00621,450.39923
Baseline,Baseline_roms,Dinophysis_acuminata,23,0.59271,6150.46334,689.36439
Baseline,Baseline_roms,Dinophysis_acuminata,24,0.55706,1123.36828,472.58107
Baseline,Baseline_roms,Dinophysis_acuminata,25,0.59501,6033.44578,647.41166
Baseline,Baseline_roms,Dinophysis_acuminata,26,0.54779,1520.50057,503.94113
Baseline,Baseline_roms,Dinophysis_acuminata,27,0.55607,870.9764,431.49135
Baseline,Baseline_roms,Dinophysis_acuminata,28,0.51949,10239.4998,805.18407
Baseline,Baseline_roms,Dinophysis_acuminata,29,0.55134,1402.41623,468.33893
Baseline,Baseline_roms,Dinophysis_acuminata,30,0.57424,1396.46266,478.344
Baseline,Baseline_roms,Dinophysis_acuminata,31,0.59477,5759.52407,635.28073
Baseline,Baseline_roms,Dinophysis_acuminata,32,0.5432,1543.7987,444.74833
Baseline,Baseline_roms,Dinophysis_acuminata,33,0.563,1375.44324,488.03718
Baseline,Baseline_roms,Dinophysis_acuminata,34,0.59568,5713.95732,633.75195
Baseline,Baseline_roms,Dinophysis_acuminata,35,0.56323,1818.99396,526.67306
Baseline,Baseline_roms,Dinophysis_acuminata,36,0.55156,2083.19275,491.17573
Baseline,Baseline_roms,Dinophysis_acuminata,37,0.55464,1329.67826,480.40616
Baseline,Baseline_roms,Dinophysis_acuminata,38,0.54367,1145.40211,436.47371
Baseline,Baseline_roms,Dinophysis_acuminata,39,0.52763,5734.07436,669.71179
Baseline,Baseline_roms,Dinophysis_acuminata,40,0.53466,1153.21381,431.63572
Baseline,Baseline_roms,Dinophysis_acuminata,41,0.50987,10071.41992,784.16767
Baseline,Baseline_roms,Dinophysis_acuminata,42,0.53323,9991.90363,771.59405
Baseline,Baseline_roms,Dinophysis_acuminata,43,0.53962,981.10946,409.21531
Baseline,Baseline_roms,Dinophysis_acuminata,44,0.57471,1044.96098,459.8378
Baseline,Baseline_roms,Dinophysis_acuminata,45,0.56238,847.21473,426.74581
Baseline,Baseline_roms,Dinophysis_acuminata,46,0.56281,1183.10061,471.12983
Baseline,Baseline_roms,Dinophysis_acuminata,47,0.56197,6375.14128,714.39255
Baseline,Baseline_roms,Dinophysis_acuminata,48,0.54725,2268.83916,544.93173
Baseline,Baseline_roms,Dinophysis_acuminata,49,0.54073,1541.18045,411.58197
Baseline,Baseline_only,Dinophysis_norvegica,0,0.33972,184.95704,113.63122
Baseline,Baseline_only,Dinophysis_norvegica,1,0.37567,213.58771,128.56979
Baseline,Baseline_only,Dinophysis_norvegica,2,0.35846,180.44549,110.78751
Baseline,Baseline_only,Dinophysis_norvegica,3,0.32717,202.38911,127.72735
Baseline,Baseline_only,Dinophysis_norvegica,4,0.39631,168.49594,112.22551
Baseline,Baseline_only,Dinophysis_norvegica,5,0.36028,205.3949,125.55029
Baseline,Baseline_only,Dinophysis_norvegica,6,0.35578,220.64938,133.6352
Baseline,Baseline_only,Dinophysis_norvegica,7,0.26496,205.32882,131.01207
Baseline,Baseline_only,Dinophysis_norvegica,8,0.32945,186.62194,120.76994
Baseline,Baseline_only,Dinophysis_norvegica,9,0.41115,168.65085,113.53137
Baseline,Baseline_only,Dinophysis_norvegica,10,0.24665,159.74668,109.90397
Baseline,Baseline_only,Dinophysis_norvegica,11,0.3476,182.93731,121.73259
Baseline,Baseline_only,Dinophysis_norvegica,12,0.38529,180.31265,119.12627
Baseline,Baseline_only,Dinophysis_norvegica,13,0.35859,228.08776,136.41852
Baseline,Baseline_only,Dinophysis_norvegica,14,0.36459,189.71788,123.36279
Baseline,Baseline_only,Dinophysis_norvegica,15,0.30489,225.71136,133.01098
Baseline,Baseline_only,Dinophysis_norvegica,16,0.35453,193.29833,124.05859
Baseline,Baseline_only,Dinophysis_norvegica,17,0.36842,196.72989,127.5607
Baseline,Baseline_only,Dinophysis_norvegica,18,0.37515,185.19176,118.53347
Baseline,Baseline_only,Dinophysis_norvegica,19,0.40164,193.83651,123.00171
Baseline,Baseline_only,Dinophysis_norvegica,20,0.46542,162.83777,109.92905
Baseline,Baseline_only,Dinophysis_norvegica,21,0.36609,194.81148,125.06925
Baseline,Baseline_only,Dinophysis_norvegica,22,0.29558,191.99906,126.25182
Baseline,Baseline_only,Dinophysis_norvegica,23,0.37932,212.17277,127.80006
Baseline,Baseline_only,Dinophysis_norvegica,24,0.37598,231.43696,136.02182
Baseline,Baseline_only,Dinophysis_norvegica,25,0.26498,175.69675,113.26289
Baseline,Baseline_only,Dinophysis_norvegica,26,0.24146,174.33541,119.45917
Baseline,Baseline_only,Dinophysis_norvegica,27,0.40574,178.07561,116.42175
Baseline,Baseline_only,Dinophysis_norvegica,28,0.35604,154.64525,103.78436
Baseline,Baseline_only,Dinophysis_norvegica,29,0.35201,247.8917,146.99648
Baseline,Baseline_only,Dinophysis_norvegica,30,0.3108,193.10504,125.94772
Baseline,Baseline_only,Dinophysis_norvegica,31,0.35358,235.20475,140.28842
Baseline,Baseline_only,Dinophysis_norvegica,32,0.30425,218.66608,131.0892
Baseline,Baseline_only,Dinophysis_norvegica,33,0.32518,191.00275,118.84496
Baseline,Baseline_only,Dinophysis_norvegica,34,0.39892,160.76316,110.68818
Baseline,Baseline_only,Dinophysis_norvegica,35,0.33474,216.92047,137.20703
Baseline,Baseline_only,Dinophysis_norvegica,36,0.41859,179.51157,116.04618
Baseline,Baseline_only,Dinophysis_norvegica,37,0.39004,208.8362,120.10505
Baseline,Baseline_only,Dinophysis_norvegica,38,0.3685,184.37466,118.98212
Baseline,Baseline_only,Dinophysis_norvegica,39,0.41081,201.68598,123.53019
Baseline,Baseline_only,Dinophysis_norvegica,40,0.30478,163.49047,112.50261
Baseline,Baseline_only,Dinophysis_norvegica,41,0.37335,213.7084,132.36833
Baseline,Baseline_only,Dinophysis_norvegica,42,0.32994,161.99286,107.81533
Baseline,Baseline_only,Dinophysis_norvegica,43,0.32889,169.27317,117.09015
Baseline,Baseline_only,Dinophysis_norvegica,44,0.36377,189.40937,114.64272
Baseline,Baseline_only,Dinophysis_norvegica,45,0.36346,186.31687,120.31294
Baseline,Baseline_only,Dinophysis_norvegica,46,0.30143,188.20034,125.90338
Baseline,Baseline_only,Dinophysis_norvegica,47,0.34322,170.42326,112.62764
Baseline,Baseline_only,Dinophysis_norvegica,48,0.45515,170.2319,112.72974
Baseline,Baseline_only,Dinophysis_norvegica,49,0.28921,191.79243,127.72773
Baseline,Baseline_roms,Dinophysis_norvegica,0,0.38634,175.12707,110.37487
Baseline,Baseline_roms,Dinophysis_norvegica,1,0.43094,204.93137,123.52941
Baseline,Baseline_roms,Dinophysis_norvegica,2,0.39878,173.39149,106.88227
Baseline,Baseline_roms,Dinophysis_norvegica,3,0.34697,198.94648,125.94727
Baseline,Baseline_roms,Dinophysis_norvegica,4,0.37643,177.16628,116.10528
Baseline,Baseline_roms,Dinophysis_norvegica,5,0.37936,202.10049,124.7438
Baseline,Baseline_roms,Dinophysis_norvegica,6,0.37733,219.96919,133.93542
Baseline,Baseline_roms,Dinophysis_norvegica,7,0.32479,197.18845,126.73237
Baseline,Baseline_roms,Dinophysis_norvegica,8,0.39728,176.30383,115.04584
Baseline,Baseline_roms,Dinophysis_norvegica,9,0.43678,163.29672,112.21325
Baseline,Baseline_roms,Dinophysis_norvegica,10,0.31084,149.29507,107.07099
Baseline,Baseline_roms,Dinophysis_norvegica,11,0.36635,179.69263,122.43938
Baseline,Baseline_roms,Dinophysis_norvegica,12,0.41226,176.81767,115.127
Baseline,Baseline_roms,Dinophysis_norvegica,13,0.3878,225.46084,134.83158
Baseline,Baseline_roms,Dinophysis_norvegica,14,0.36642,193.943,124.97647
Baseline,Baseline_roms,Dinophysis_norvegica,15,0.30887,220.98423,133.74116
Baseline,Baseline_roms,Dinophysis_norvegica,16,0.43475,170.77703,116.79219
Baseline,Baseline_roms,Dinophysis_norvegica,17,0.37872,196.70719,126.7427
Baseline,Baseline_roms,Dinophysis_norvegica,18,0.38826,185.32394,119.29643
Baseline,Baseline_roms,Dinophysis_norvegica,19,0.45667,183.05784,119.88343
Baseline,Baseline_roms,Dinophysis_norvegica,20,0.45082,173.43308,116.90479
Baseline,Baseline_roms,Dinophysis_norvegica,21,0.37091,193.78219,123.30866
Baseline,Baseline_roms,Dinophysis_norvegica,22,0.33909,187.76732,123.46599
Baseline,Baseline_roms,Dinophysis_norvegica,23,0.38712,215.39481,129.50507
Baseline,Baseline_roms,Dinophysis_norvegica,24,0.42321,226.4834,131.4534
Baseline,Baseline_roms,Dinophysis_norvegica,25,0.31127,166.74191,111.31789
Baseline,Baseline_roms,Dinophysis_norvegica,26,0.25202,172.76727,118.74934
Baseline,Baseline_roms,Dinophysis_norvegica,27,0.41305,175.65735,118.69168
Baseline,Baseline_roms,Dinophysis_norvegica,28,0.38276,150.22595,103.50812
Baseline,Baseline_roms,Dinophysis_norvegica,29,0.37897,246.11604,144.39488
Baseline,Baseline_roms,Dinophysis_norvegica,30,0.33794,194.35053,127.00598
Baseline,Baseline_roms,Dinophysis_norvegica,31,0.39527,228.99855,139.70647
Baseline,Baseline_roms,Dinophysis_norvegica,32,0.3482,212.43416,129.50594
Baseline,Baseline_roms,Dinophysis_norvegica,33,0.3775,183.16719,117.6452
Baseline,Baseline_roms,Dinophysis_norvegica,34,0.45,156.36714,109.18437
Baseline,Baseline_roms,Dinophysis_norvegica,35,0.37872,208.62034,132.79658
Baseline,Baseline_roms,Dinophysis_norvegica,36,0.38951,186.83322,115.61255
Baseline,Baseline_roms,Dinophysis_norvegica,37,0.42098,202.97304,118.03861
Baseline,Baseline_roms,Dinophysis_norvegica,38,0.36454,192.06013,120.87319
Baseline,Baseline_roms,Dinophysis_norvegica,39,0.3903,203.98181,127.76084
Baseline,Baseline_roms,Dinophysis_norvegica,40,0.26509,170.94074,116.78285
Baseline,Baseline_roms,Dinophysis_norvegica,41,0.38804,212.6037,130.73991
Baseline,Baseline_roms,Dinophysis_norvegica,42,0.36303,161.49657,108.31098
Baseline,Baseline_roms,Dinophysis_norvegica,43,0.31691,173.66624,119.09011
Baseline,Baseline_roms,Dinophysis_norvegica,44,0.36021,192.61614,116.61995
Baseline,Baseline_roms,Dinophysis_norvegica,45,0.39905,180.34063,116.68626
Baseline,Baseline_roms,Dinophysis_norvegica,46,0.32839,179.86234,121.31769
Baseline,Baseline_roms,Dinophysis_norvegica,47,0.40961,161.85911,107.32858
Baseline,Baseline_roms,Dinophysis_norvegica,48,0.43738,172.85899,115.10697
Baseline,Baseline_roms,Dinophysis_norvegica,49,0.3619,183.76343,122.77608
Baseline,Baseline_only,Karenia,0,0.46601,5216.65674,2372.41548
Baseline,Baseline_only,Karenia,1,0.4349,4021.87018,2288.09627
Baseline,Baseline_only,Karenia,2,0.43576,5100.32471,2265.99635
Baseline,Baseline_only,Karenia,3,0.429,3757.95743,2232.54579
Baseline,Baseline_only,Karenia,4,0.42251,4332.19377,2370.317
Baseline,Baseline_only,Karenia,5,0.45121,3985.09107,2243.23281
Baseline,Baseline_only,Karenia,6,0.41721,4016.03153,2279.42005
Baseline,Baseline_only,Karenia,7,0.41857,4056.87795,2302.98973
Baseline,Baseline_only,Karenia,8,0.46729,3319.09271,2048.63585
Baseline,Baseline_only,Karenia,9,0.44118,4666.57433,2112.65046
Baseline,Baseline_only,Karenia,10,0.43671,2956.4177,1994.73979
Baseline,Baseline_only,Karenia,11,0.49986,3024.79807,2098.65335
Baseline,Baseline_only,Karenia,12,0.42658,3758.52059,2241.28645
Baseline,Baseline_only,Karenia,13,0.43113,5105.27178,2383.42216
Baseline,Baseline_only,Karenia,14,0.4546,3076.56586,2027.11133
Baseline,Baseline_only,Karenia,15,0.45317,3205.24078,2064.2987
Baseline,Baseline_only,Karenia,16,0.45538,3103.51259,2011.32089
Baseline,Baseline_only,Karenia,17,0.41048,5170.0671,2337.83149
Baseline,Baseline_only,Karenia,18,0.47183,3584.52459,2121.84691
Baseline,Baseline_only,Karenia,19,0.45452,3918.50619,2208.34116
Baseline,Baseline_only,Karenia,20,0.49498,3053.40861,2023.33344
Baseline,Baseline_only,Karenia,21,0.4827,4087.28527,2243.07681
Baseline,Baseline_only,Karenia,22,0.46791,4908.44983,2161.97495
Baseline,Baseline_only,Karenia,23,0.47379,3096.53105,2091.31627
Baseline,Baseline_only,Karenia,24,0.4174,3880.89111,2319.99408
Baseline,Baseline_only,Karenia,25,0.48645,2925.75372,2029.67546
Baseline,Baseline_only,Karenia,26,0.48919,3097.36092,1968.08884
Baseline,Baseline_only,Karenia,27,0.46802,3429.85607,2143.2987
Baseline,Baseline_only,Karenia,28,0.43595,3917.19365,2260.23535
Baseline,Baseline_only,Karenia,29,0.43106,4398.85252,2356.92291
Baseline,Baseline_only,Karenia,30,0.51397,3074.08048,2050.62861
Baseline,Baseline_only,Karenia,31,0.48067,2940.37103,2008.47781
Baseline,Baseline_only,Karenia,32,0.45168,3369.43821,2136.74897
Baseline,Baseline_only,Karenia,33,0.44415,3921.3247,2300.65948
Baseline,Baseline_only,Karenia,34,0.41544,5195.58739,2373.73097
Baseline,Baseline_only,Karenia,35,0.44468,3792.92065,2194.26415
Baseline,Baseline_only,Karenia,36,0.45655,3177.04382,2111.69538
Baseline,Baseline_only,Karenia,37,0.42415,4907.03567,2110.66906
Baseline,Baseline_only,Karenia,38,0.4057,3663.9595,2318.48912
Baseline,Baseline_only,Karenia,39,0.4692,3434.51586,2116.88856
Baseline,Baseline_only,Karenia,40,0.43414,3550.22699,2195.67698
Baseline,Baseline_only,Karenia,41,0.45811,3914.885,2107.24333
Baseline,Baseline_only,Karenia,42,0.42518,4142.57295,2259.36259
Baseline,Baseline_only,Karenia,43,0.45171,3154.92257,2144.86417
Baseline,Baseline_only,Karenia,44,0.43995,3458.58021,2156.99451
Baseline,Baseline_only,Karenia,45,0.4726,3664.04216,2114.68842
Baseline,Baseline_only,Karenia,46,0.40884,3533.68226,2259.59397
Baseline,Baseline_only,Karenia,47,0.44761,3968.8173,2407.24386
Baseline,Baseline_only,Karenia,48,0.42644,3332.43137,2136.8841
Baseline,Baseline_only,Karenia,49,0.44514,4306.91305,2274.23735
Baseline,Baseline_roms,Karenia,0,0.59127,4822.71887,2049.71045
Baseline,Baseline_roms,Karenia,1,0.54405,3430.84865,2041.02807
Baseline,Baseline_roms,Karenia,2,0.55304,4806.26169,2010.40797
Baseline,Baseline_roms,Karenia,3,0.58367,3083.33931,1930.29522
Baseline,Baseline_roms,Karenia,4,0.56485,3750.237,2105.46282
Baseline,Baseline_roms,Karenia,5,0.55014,3411.11458,2005.94157
Baseline,Baseline_roms,Karenia,6,0.55818,3243.59547,2001.60268
Baseline,Baseline_roms,Karenia,7,0.56856,3342.55191,1974.53911
Baseline,Baseline_roms,Karenia,8,0.55735,2861.39999,1877.90681
Baseline,Baseline_roms,Karenia,9,0.55778,4310.75684,1852.51515
Baseline,Baseline_roms,Karenia,10,0.52592,2527.31854,1790.48838
Baseline,Baseline_roms,Karenia,11,0.59043,2635.79725,1881.24081
Baseline,Baseline_roms,Karenia,12,0.53896,3218.60915,1989.38194
Baseline,Baseline_roms,Karenia,13,0.55069,4720.881,2114.96687
Baseline,Baseline_roms,Karenia,14,0.55691,2759.30762,1780.61658
Baseline,Baseline_roms,Karenia,15,0.57962,2613.57045,1776.38742
Baseline,Baseline_roms,Karenia,16,0.55977,2579.49562,1785.09867
Baseline,Baseline_roms,Karenia,17,0.55326,4710.29771,2064.82959
Baseline,Baseline_roms,Karenia,18,0.57849,2939.66849,1847.06583
Baseline,Baseline_roms,Karenia,19,0.60178,3197.83559,1908.04832
Baseline,Baseline_roms,Karenia,20,0.58032,2760.48307,1808.43232
Baseline,Baseline_roms,Karenia,21,0.61267,3386.99388,1974.60743
Baseline,Baseline_roms,Karenia,22,0.58202,4614.9378,1947.31624
Baseline,Baseline_roms,Karenia,23,0.55752,2716.67365,1879.81293
Baseline,Baseline_roms,Karenia,24,0.53193,3355.50434,2052.56044
Baseline,Baseline_roms,Karenia,25,0.59746,2431.05826,1785.82803
Baseline,Baseline_roms,Karenia,26,0.59686,2732.46696,1738.58079
Baseline,Baseline_roms,Karenia,27,0.60822,2728.75139,1860.93177
Baseline,Baseline_roms,Karenia,28,0.5285,3350.05454,2019.27698
Baseline,Baseline_roms,Karenia,29,0.56574,3618.82067,2060.33344
Baseline,Baseline_roms,Karenia,30,0.61838,2725.10546,1822.20024
Baseline,Baseline_roms,Karenia,31,0.59474,2608.1183,1771.40207
Baseline,Baseline_roms,Karenia,32,0.59288,2754.04044,1822.85061
Baseline,Baseline_roms,Karenia,33,0.57992,3327.9734,1997.45716
Baseline,Baseline_roms,Karenia,34,0.53281,4752.03741,2132.75755
Baseline,Baseline_roms,Karenia,35,0.56803,3162.54274,1959.90959
Baseline,Baseline_roms,Karenia,36,0.57527,2620.13421,1806.06454
Baseline,Baseline_roms,Karenia,37,0.52941,4457.60252,1901.64361
Baseline,Baseline_roms,Karenia,38,0.5304,3150.41268,2055.03485
Baseline,Baseline_roms,Karenia,39,0.57737,2878.70168,1826.46322
Baseline,Baseline_roms,Karenia,40,0.54255,3042.17508,1942.84761
Baseline,Baseline_roms,Karenia,41,0.58378,3350.91899,1830.80746
Baseline,Baseline_roms,Karenia,42,0.5642,3373.033,1937.85196
Baseline,Baseline_roms,Karenia,43,0.57935,2747.48326,1865.82579
Baseline,Baseline_roms,Karenia,44,0.58944,2818.30513,1833.31573
Baseline,Baseline_roms,Karenia,45,0.60147,3089.57612,1868.83168
Baseline,Baseline_roms,Karenia,46,0.53607,3059.44019,1967.57653
Baseline,Baseline_roms,Karenia,47,0.57434,3436.49678,2134.68324
Baseline,Baseline_roms,Karenia,48,0.56531,2888.9895,1886.41794
Baseline,Baseline_roms,Karenia,49,0.56773,3685.31787,2014.88657
Baseline,Baseline_only,Pseudo-nitzschia,0,0.33887,19406.5383,5785.80563
Baseline,Baseline_only,Pseudo-nitzschia,1,0.291,27855.09367,6872.0437
Baseline,Baseline_only,Pseudo-nitzschia,2,0.28813,19662.34933,5397.34778
Baseline,Baseline_only,Pseudo-nitzschia,3,0.35244,12440.26179,4255.42888
Baseline,Baseline_only,Pseudo-nitzschia,4,0.34566,12713.90049,4457.82752
Baseline,Baseline_only,Pseudo-nitzschia,5,0.3825,16524.37894,4931.60299
Baseline,Baseline_only,Pseudo-nitzschia,6,0.28791,21382.79547,5849.82622
Baseline,Baseline_only,Pseudo-nitzschia,7,0.3085,7158.61233,4149.8134
Baseline,Baseline_only,Pseudo-nitzschia,8,0.30521,18279.23393,5573.96118
Baseline,Baseline_only,Pseudo-nitzschia,9,0.306,9655.57541,4690.8318
Baseline,Baseline_only,Pseudo-nitzschia,10,0.34243,8042.54725,4307.6964
Baseline,Baseline_only,Pseudo-nitzschia,11,0.33967,17396.13167,5088.57106
Baseline,Baseline_only,Pseudo-nitzschia,12,0.34128,19365.9117,5706.24208
Baseline,Baseline_only,Pseudo-nitzschia,13,0.30591,26444.9648,5965.17973
Baseline,Baseline_only,Pseudo-nitzschia,14,0.31696,8361.69305,4412.40313
Baseline,Baseline_only,Pseudo-nitzschia,15,0.34648,20852.33763,5661.64059
Baseline,Baseline_only,Pseudo-nitzschia,16,0.28453,18131.49864,5795.05296
Baseline,Baseline_only,Pseudo-nitzschia,17,0.36386,12952.24408,4960.23489
Baseline,Baseline_only,Pseudo-nitzschia,18,0.32304,14401.1683,5112.38596
Baseline,Baseline_only,Pseudo-nitzschia,19,0.3554,25979.0635,6097.89549
Baseline,Baseline_only,Pseudo-nitzschia,20,0.34343,24838.92351,5736.70136
Baseline,Baseline_only,Pseudo-nitzschia,21,0.36615,12635.97487,4822.21606
Baseline,Baseline_only,Pseudo-nitzschia,22,0.2967,24867.44309,6353.10512
Baseline,Baseline_only,Pseudo-nitzschia,23,0.31172,25733.96349,5766.45854
Baseline,Baseline_only,Pseudo-nitzschia,24,0.26621,14907.95023,5571.31445
Baseline,Baseline_only,Pseudo-nitzschia,25,0.30948,19887.31537,5558.52833
Baseline,Baseline_only,Pseudo-nitzschia,26,0.33291,11635.03935,4494.4932
Baseline,Baseline_only,Pseudo-nitzschia,27,0.39068,13736.13359,4475.96941
Baseline,Baseline_only,Pseudo-nitzschia,28,0.28038,28769.0471,6515.59895
Baseline,Baseline_only,Pseudo-nitzschia,29,0.30833,20049.92943,5460.01106
Baseline,Baseline_only,Pseudo-nitzschia,30,0.33323,19994.42746,5298.0419
Baseline,Baseline_only,Pseudo-nitzschia,31,0.34877,17845.17919,5939.00734
Baseline,Baseline_only,Pseudo-nitzschia,32,0.34809,20328.73236,4851.69164
Baseline,Baseline_only,Pseudo-nitzschia,33,0.31062,7434.93443,4364.76452
Baseline,Baseline_only,Pseudo-nitzschia,34,0.29437,16505.12137,4912.56731
Baseline,Baseline_only,Pseudo-nitzschia,35,0.34145,20640.27197,5147.42471
Baseline,Baseline_only,Pseudo-nitzschia,36,0.3412,24914.49906,6502.88993
Baseline,Baseline_only,Pseudo-nitzschia,37,0.26939,23935.03815,6489.31055
Baseline,Baseline_only,Pseudo-nitzschia,38,0.2476,31586.71758,7021.79421
Baseline,Baseline_only,Pseudo-nitzschia,39,0.33796,10962.19343,4692.64404
Baseline,Baseline_only,Pseudo-nitzschia,40,0.35686,15890.65293,5163.19032
Baseline,Baseline_only,Pseudo-nitzschia,41,0.31596,14222.20355,5042.42608
Baseline,Baseline_only,Pseudo-nitzschia,42,0.30131,20518.65099,5453.63066
Baseline,Baseline_only,Pseudo-nitzschia,43,0.33488,21705.16115,5680.93337
Baseline,Baseline_only,Pseudo-nitzschia,44,0.25218,16900.05956,4890.33758
Baseline,Baseline_only,Pseudo-nitzschia,45,0.3227,18304.8342,5767.53706
Baseline,Baseline_only,Pseudo-nitzschia,46,0.28446,26045.22936,6604.76782
Baseline,Baseline_only,Pseudo-nitzschia,47,0.27845,22089.10693,5900.58233
Baseline,Baseline_only,Pseudo-nitzschia,48,0.26941,26360.83722,5931.72106
Baseline,Baseline_only,Pseudo-nitzschia,49,0.37438,8006.64006,4496.87755
Baseline,Baseline_roms,Pseudo-nitzschia,0,0.49558,10369.17443,4523.1883
Baseline,Baseline_roms,Pseudo-nitzschia,1,0.4939,20823.96951,5748.55456
Baseline,Baseline_roms,Pseudo-nitzschia,2,0.47807,8334.47685,4061.2387
Baseline,Baseline_roms,Pseudo-nitzschia,3,0.46051,7887.64188,3674.91386
Baseline,Baseline_roms,Pseudo-nitzschia,4,0.44697,9693.80557,3896.97546
Baseline,Baseline_roms,Pseudo-nitzschia,5,0.4765,13466.43786,4383.78217
Baseline,Baseline_roms,Pseudo-nitzschia,6,0.45706,12101.44629,4762.99336
Baseline,Baseline_roms,Pseudo-nitzschia,7,0.43056,6146.16952,3642.84859
Baseline,Baseline_roms,Pseudo-nitzschia,8,0.42851,15971.41572,5032.00549
Baseline,Baseline_roms,Pseudo-nitzschia,9,0.43017,7951.69112,4157.69146
Baseline,Baseline_roms,Pseudo-nitzschia,10,0.45613,7204.94836,3779.43328
Baseline,Baseline_roms,Pseudo-nitzschia,11,0.47071,14675.59603,4462.32937
Baseline,Baseline_roms,Pseudo-nitzschia,12,0.55069,11389.62948,4473.54099
Baseline,Baseline_roms,Pseudo-nitzschia,13,0.50249,15680.14933,4631.33959
Baseline,Baseline_roms,Pseudo-nitzschia,14,0.4272,7696.16463,4003.42486
Baseline,Baseline_roms,Pseudo-nitzschia,15,0.52358,11840.83721,4398.3808
Baseline,Baseline_roms,Pseudo-nitzschia,16,0.4412,15150.62623,5102.32943
Baseline,Baseline_roms,Pseudo-nitzschia,17,0.47504,11051.19046,4438.71328
Baseline,Baseline_roms,Pseudo-nitzschia,18,0.50677,11958.65565,4367.19156
Baseline,Baseline_roms,Pseudo-nitzschia,19,0.52182,15528.8003,5005.69768
Baseline,Baseline_roms,Pseudo-nitzschia,20,0.52275,12787.54158,4344.05682
Baseline,Baseline_roms,Pseudo-nitzschia,21,0.5195,10672.14632,4097.2177
Baseline,Baseline_roms,Pseudo-nitzschia,22,0.56349,12319.70133,4491.67325
Baseline,Baseline_roms,Pseudo-nitzschia,23,0.51592,13426.56682,4418.28596
