ac,track,species,fold,r2,rmse,mae
ACOLITE,ACOLITE_only,Karenia,5,0.47394,3993.63625,2193.41626
ACOLITE,ACOLITE_only,Karenia,6,0.4951,3896.23158,2152.02211
ACOLITE,ACOLITE_only,Karenia,7,0.46745,3849.53888,2200.46476
ACOLITE,ACOLITE_only,Karenia,8,0.49414,3295.1463,1986.75463
ACOLITE,ACOLITE_only,Karenia,9,0.51179,4543.39821,1984.58467
ACOLITE,ACOLITE_only,Karenia,10,0.52533,2727.67769,1907.98528
ACOLITE,ACOLITE_only,Karenia,11,0.56204,2821.2572,2023.61649
ACOLITE,ACOLITE_only,Karenia,12,0.49748,3600.58394,2093.53626
ACOLITE,ACOLITE_only,Karenia,13,0.50544,4952.39187,2252.07882
ACOLITE,ACOLITE_only,Karenia,14,0.4835,2943.44084,1973.63189
ACOLITE,ACOLITE_only,Karenia,15,0.51679,3001.30055,1973.45385
ACOLITE,ACOLITE_only,Karenia,16,0.50832,3036.8622,1981.81116
ACOLITE,ACOLITE_only,Karenia,17,0.48795,4968.94944,2200.57428
ACOLITE,ACOLITE_only,Karenia,18,0.52114,3428.19128,2008.68809
ACOLITE,ACOLITE_only,Karenia,19,0.49269,3813.58818,2175.23735
ACOLITE,ACOLITE_only,Karenia,20,0.53816,2923.91356,1933.09563
ACOLITE,ACOLITE_only,Karenia,21,0.52245,4007.60991,2178.1397
ACOLITE,ACOLITE_only,Karenia,22,0.48966,4794.88106,2136.7203
ACOLITE,ACOLITE_only,Karenia,23,0.54605,2759.5991,1942.77761
ACOLITE,ACOLITE_only,Karenia,24,0.47555,3773.22231,2214.55651
ACOLITE,ACOLITE_only,Karenia,25,0.52673,2740.88287,1956.03055
ACOLITE,ACOLITE_only,Karenia,26,0.51011,3092.87675,1942.80411
ACOLITE,ACOLITE_only,Karenia,27,0.53386,3301.92822,2047.22824
ACOLITE,ACOLITE_only,Karenia,28,0.47302,3839.36415,2194.5188
ACOLITE,ACOLITE_only,Karenia,29,0.52386,4193.75902,2172.81451
ACOLITE,ACOLITE_only,Karenia,30,0.52867,3037.29743,2018.93475
ACOLITE,ACOLITE_only,Karenia,31,0.5371,2902.9413,1938.86579
ACOLITE,ACOLITE_only,Karenia,32,0.4944,3246.30821,2063.88084
ACOLITE,ACOLITE_only,Karenia,33,0.50926,3659.95236,2157.74303
ACOLITE,ACOLITE_only,Karenia,34,0.48702,5019.99208,2239.06197
ACOLITE,ACOLITE_only,Karenia,35,0.52056,3584.2263,2086.99958
ACOLITE,ACOLITE_only,Karenia,36,0.51639,3046.61243,2039.04039
ACOLITE,ACOLITE_only,Karenia,37,0.45385,4842.30268,2055.66019
ACOLITE,ACOLITE_only,Karenia,38,0.47865,3538.47248,2217.15975
ACOLITE,ACOLITE_only,Karenia,39,0.51761,3341.51552,2026.23913
ACOLITE,ACOLITE_only,Karenia,40,0.49344,3395.34923,2079.05254
ACOLITE,ACOLITE_only,Karenia,41,0.49715,3891.49467,2058.50792
ACOLITE,ACOLITE_only,Karenia,42,0.47223,4034.0347,2165.15471
ACOLITE,ACOLITE_only,Karenia,43,0.50631,3066.01666,2028.67371
ACOLITE,ACOLITE_only,Karenia,44,0.5078,3243.02616,2030.61532
ACOLITE,ACOLITE_only,Karenia,45,0.52166,3580.65987,2051.38278
ACOLITE,ACOLITE_only,Karenia,46,0.48272,3327.09013,2093.28814
ACOLITE,ACOLITE_only,Karenia,47,0.49508,3759.84543,2317.16693
ACOLITE,ACOLITE_only,Karenia,48,0.51323,3165.60403,2008.59542
ACOLITE,ACOLITE_only,Karenia,49,0.50666,4128.06262,2148.9724
ACOLITE,ACOLITE_roms,Karenia,0,0.59766,4737.85538,2031.47117
ACOLITE,ACOLITE_roms,Karenia,1,0.57493,3411.76138,1952.15958
ACOLITE,ACOLITE_roms,Karenia,2,0.5942,4671.58654,1941.61386
ACOLITE,ACOLITE_roms,Karenia,3,0.59489,3023.34835,1912.21598
ACOLITE,ACOLITE_roms,Karenia,4,0.59992,3634.69802,2036.91136
ACOLITE,ACOLITE_roms,Karenia,5,0.55848,3437.17953,1969.94466
ACOLITE,ACOLITE_roms,Karenia,6,0.56342,3305.85022,1959.65617
ACOLITE,ACOLITE_roms,Karenia,7,0.55251,3438.26211,2000.03983
ACOLITE,ACOLITE_roms,Karenia,8,0.5768,2939.04664,1834.53969
ACOLITE,ACOLITE_roms,Karenia,9,0.59619,4266.69616,1776.26303
ACOLITE,ACOLITE_roms,Karenia,10,0.55306,2480.98029,1758.52293
ACOLITE,ACOLITE_roms,Karenia,11,0.61471,2581.27277,1845.17791
ACOLITE,ACOLITE_roms,Karenia,12,0.58061,3216.02634,1888.39358
ACOLITE,ACOLITE_roms,Karenia,13,0.58225,4577.63614,2019.93059
ACOLITE,ACOLITE_roms,Karenia,14,0.57005,2626.93654,1733.96862
ACOLITE,ACOLITE_roms,Karenia,15,0.60784,2508.18174,1712.44739
ACOLITE,ACOLITE_roms,Karenia,16,0.5863,2490.60044,1728.13734
ACOLITE,ACOLITE_roms,Karenia,17,0.58983,4662.28469,1964.43658
ACOLITE,ACOLITE_roms,Karenia,18,0.60783,3001.08983,1787.01675
ACOLITE,ACOLITE_roms,Karenia,19,0.60422,3302.59246,1907.51152
ACOLITE,ACOLITE_roms,Karenia,20,0.60473,2572.6606,1711.08496
ACOLITE,ACOLITE_roms,Karenia,21,0.63889,3349.99229,1911.647
ACOLITE,ACOLITE_roms,Karenia,22,0.58226,4504.06858,1890.09813
ACOLITE,ACOLITE_roms,Karenia,23,0.60031,2624.07931,1797.87813
ACOLITE,ACOLITE_roms,Karenia,24,0.56611,3307.25908,1981.52104
ACOLITE,ACOLITE_roms,Karenia,25,0.60227,2400.97133,1752.79247
ACOLITE,ACOLITE_roms,Karenia,26,0.59941,2705.72119,1704.28704
ACOLITE,ACOLITE_roms,Karenia,27,0.62516,2692.0337,1792.22966
ACOLITE,ACOLITE_roms,Karenia,28,0.56382,3309.34698,1924.91458
ACOLITE,ACOLITE_roms,Karenia,29,0.60677,3685.0477,1940.33458
ACOLITE,ACOLITE_roms,Karenia,30,0.63099,2618.31854,1752.67174
ACOLITE,ACOLITE_roms,Karenia,31,0.60566,2553.85041,1729.93975
ACOLITE,ACOLITE_roms,Karenia,32,0.59646,2736.95434,1793.4298
ACOLITE,ACOLITE_roms,Karenia,33,0.60495,3254.43499,1933.25867
ACOLITE,ACOLITE_roms,Karenia,34,0.55739,4684.96259,2043.80457
ACOLITE,ACOLITE_roms,Karenia,35,0.5882,3137.00642,1886.08452
ACOLITE,ACOLITE_roms,Karenia,36,0.56826,2733.34395,1860.35406
ACOLITE,ACOLITE_roms,Karenia,37,0.54371,4474.29208,1834.01448
ACOLITE,ACOLITE_roms,Karenia,38,0.55379,3185.65159,1977.21823
ACOLITE,ACOLITE_roms,Karenia,39,0.60164,2784.9431,1766.04408
ACOLITE,ACOLITE_roms,Karenia,40,0.53905,3066.12843,1946.01397
ACOLITE,ACOLITE_roms,Karenia,41,0.58937,3416.61813,1819.51511
ACOLITE,ACOLITE_roms,Karenia,42,0.58499,3443.5244,1906.99772
ACOLITE,ACOLITE_roms,Karenia,43,0.58302,2773.64855,1834.75468
ACOLITE,ACOLITE_roms,Karenia,44,0.57959,2752.04874,1826.4527
ACOLITE,ACOLITE_roms,Karenia,45,0.61633,3126.38465,1848.21698
ACOLITE,ACOLITE_roms,Karenia,46,0.56194,3009.79437,1878.48571
ACOLITE,ACOLITE_roms,Karenia,47,0.57903,3414.59958,2099.71629
ACOLITE,ACOLITE_roms,Karenia,48,0.59803,2801.21693,1804.09176
ACOLITE,ACOLITE_roms,Karenia,49,0.59253,3700.73544,1941.70926
ACOLITE,ACOLITE_only,Pseudo-nitzschia,0,0.36341,19026.58343,5635.61923
ACOLITE,ACOLITE_only,Pseudo-nitzschia,1,0.32789,27507.90827,6561.22162
ACOLITE,ACOLITE_only,Pseudo-nitzschia,2,0.40659,17425.48008,4996.96183
ACOLITE,ACOLITE_only,Pseudo-nitzschia,3,0.33685,12236.9748,4250.96136
ACOLITE,ACOLITE_only,Pseudo-nitzschia,4,0.38975,12152.85285,4230.36199
ACOLITE,ACOLITE_only,Pseudo-nitzschia,5,0.42346,15722.71463,4730.7578
ACOLITE,ACOLITE_only,Pseudo-nitzschia,6,0.34611,20497.84032,5685.25906
ACOLITE,ACOLITE_only,Pseudo-nitzschia,7,0.38965,6849.61998,3772.27893
ACOLITE,ACOLITE_only,Pseudo-nitzschia,8,0.3596,17648.67803,5338.76758
ACOLITE,ACOLITE_only,Pseudo-nitzschia,9,0.33973,9458.8635,4635.90796
ACOLITE,ACOLITE_only,Pseudo-nitzschia,10,0.33446,9316.59528,4341.56995
ACOLITE,ACOLITE_only,Pseudo-nitzschia,11,0.36535,16904.76789,4884.65757
ACOLITE,ACOLITE_only,Pseudo-nitzschia,12,0.41462,18074.50131,5372.39546
ACOLITE,ACOLITE_only,Pseudo-nitzschia,13,0.36666,25212.04059,5839.43024
ACOLITE,ACOLITE_only,Pseudo-nitzschia,14,0.32308,8493.47696,4329.56049
ACOLITE,ACOLITE_only,Pseudo-nitzschia,15,0.39293,19876.00472,5386.37093
ACOLITE,ACOLITE_only,Pseudo-nitzschia,16,0.36416,17363.15164,5572.11326
ACOLITE,ACOLITE_only,Pseudo-nitzschia,17,0.37253,12777.49082,4819.63337
ACOLITE,ACOLITE_only,Pseudo-nitzschia,18,0.42275,13970.41138,4688.17472
ACOLITE,ACOLITE_only,Pseudo-nitzschia,19,0.41525,24910.49198,5788.47183
ACOLITE,ACOLITE_only,Pseudo-nitzschia,20,0.41279,24327.27763,5387.87601
ACOLITE,ACOLITE_only,Pseudo-nitzschia,21,0.41262,12011.83718,4533.52795
ACOLITE,ACOLITE_only,Pseudo-nitzschia,22,0.43256,23771.89924,5930.94415
ACOLITE,ACOLITE_only,Pseudo-nitzschia,23,0.39578,24638.30713,5481.24852
ACOLITE,ACOLITE_only,Pseudo-nitzschia,24,0.3092,14787.07148,5349.24269
ACOLITE,ACOLITE_only,Pseudo-nitzschia,25,0.4225,17980.88259,5255.44907
ACOLITE,ACOLITE_only,Pseudo-nitzschia,26,0.41489,9732.67914,4090.27169
ACOLITE,ACOLITE_only,Pseudo-nitzschia,27,0.41899,13461.33478,4366.89347
ACOLITE,ACOLITE_only,Pseudo-nitzschia,28,0.36008,28105.12394,6198.36217
ACOLITE,ACOLITE_only,Pseudo-nitzschia,29,0.38318,19289.09123,5146.65615
ACOLITE,ACOLITE_only,Pseudo-nitzschia,30,0.3706,18598.19339,5080.99125
ACOLITE,ACOLITE_only,Pseudo-nitzschia,31,0.41197,16034.69342,5568.2496
ACOLITE,ACOLITE_only,Pseudo-nitzschia,32,0.3953,19785.0571,4668.22928
ACOLITE,ACOLITE_only,Pseudo-nitzschia,33,0.34168,7403.04644,4168.03664
ACOLITE,ACOLITE_only,Pseudo-nitzschia,34,0.38976,14311.6835,4592.39269
ACOLITE,ACOLITE_only,Pseudo-nitzschia,35,0.38001,20254.4078,4834.77633
ACOLITE,ACOLITE_only,Pseudo-nitzschia,36,0.43221,23412.02026,6222.92235
ACOLITE,ACOLITE_only,Pseudo-nitzschia,37,0.37058,23003.89726,6113.46536
ACOLITE,ACOLITE_only,Pseudo-nitzschia,38,0.33018,31334.95133,6809.6824
ACOLITE,ACOLITE_only,Pseudo-nitzschia,39,0.34543,10678.78815,4606.4643
ACOLITE,ACOLITE_only,Pseudo-nitzschia,40,0.44011,14079.84587,4863.03486
ACOLITE,ACOLITE_only,Pseudo-nitzschia,41,0.36843,13874.5685,4744.99468
ACOLITE,ACOLITE_only,Pseudo-nitzschia,42,0.38549,19600.3705,5043.06052
ACOLITE,ACOLITE_only,Pseudo-nitzschia,43,0.39248,21021.01773,5340.27092
ACOLITE,ACOLITE_only,Pseudo-nitzschia,44,0.29854,16540.96186,4727.42039
ACOLITE,ACOLITE_only,Pseudo-nitzschia,45,0.42337,16615.31468,5352.45139
ACOLITE,ACOLITE_only,Pseudo-nitzschia,46,0.41362,24977.80365,6177.12345
ACOLITE,ACOLITE_only,Pseudo-nitzschia,47,0.41279,20514.51804,5438.55953
ACOLITE,ACOLITE_only,Pseudo-nitzschia,48,0.32702,26359.39313,5663.43933
ACOLITE,ACOLITE_only,Pseudo-nitzschia,49,0.3909,8058.5942,4342.31435
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,0,0.45752,13401.75685,4783.01346
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,1,0.45125,22564.22349,5956.31258
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,2,0.48783,10463.23296,4244.62556
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,3,0.44263,8998.48014,3865.40856
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,4,0.45914,8342.39832,3745.36778
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,5,0.46682,12706.19252,4394.93329
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,6,0.46528,13668.04508,4951.75605
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,7,0.42823,7664.56767,3798.71325
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,8,0.38593,16614.75261,5121.23887
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,9,0.42629,8094.41625,4105.95376
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,10,0.44176,7680.25931,3872.47957
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,11,0.48024,14645.95934,4374.67384
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,12,0.56592,12249.05306,4296.35676
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,13,0.49073,16852.62641,4706.4197
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,14,0.40156,8052.09814,4040.48459
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,15,0.49453,14012.93758,4688.09931
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,16,0.4537,15127.23923,5096.24507
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,17,0.47359,10277.88412,4373.17989
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,18,0.51469,13158.83188,4383.24336
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,19,0.51752,19629.61054,5126.42412
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,20,0.52067,15652.76602,4469.22934
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,21,0.50121,9189.65702,4131.23943
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,22,0.55798,13944.80062,4650.76364
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,23,0.49785,18092.54115,4684.8799
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,24,0.43468,13135.59628,4829.08717
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,25,0.54368,10368.99079,4280.68738
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,26,0.48356,6208.08802,3621.1401
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,27,0.48138,7581.76714,3753.36316
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,28,0.53554,17722.97431,4796.27223
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,29,0.4843,11598.31921,4411.99331
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,30,0.4474,12182.72097,4453.7792
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,31,0.43815,11736.01046,4786.95642
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,32,0.46454,15327.24266,4229.87754
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,33,0.38642,6943.2372,3983.15695
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,34,0.49826,8177.86415,3806.65496
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,35,0.49375,14411.30284,4233.33037
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,36,0.53606,16387.58962,5204.95803
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,37,0.50872,14785.59403,5045.68915
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,38,0.47547,24602.94249,6006.32801
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,39,0.4152,10517.67467,4283.93248
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,40,0.51045,9435.37559,4168.65736
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,41,0.45823,12710.06483,4506.66887
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,42,0.45867,10767.7967,4171.29474
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,43,0.48164,14097.20303,4672.69622
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,44,0.44051,13328.35143,4159.71707
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,45,0.51438,14143.03742,4880.83357
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,46,0.57278,15272.6677,4682.79881
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,47,0.52998,12667.4502,4349.94253
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,48,0.46632,19988.74243,4921.7091
ACOLITE,ACOLITE_roms,Pseudo-nitzschia,49,0.44702,7217.7946,3965.8284
Baseline,Baseline_only,Alexandrium_catenella,0,0.40627,977.1168,487.86057
Baseline,Baseline_only,Alexandrium_catenella,1,0.31498,1153.22602,517.53465
Baseline,Baseline_only,Alexandrium_catenella,2,0.37969,672.97294,435.85624
Baseline,Baseline_only,Alexandrium_catenella,3,0.32638,908.66806,503.23269
Baseline,Baseline_only,Alexandrium_catenella,4,0.39557,1065.17373,534.15573
Baseline,Baseline_only,Alexandrium_catenella,5,0.38741,945.55799,447.40908
Baseline,Baseline_only,Alexandrium_catenella,6,0.36816,1211.29396,529.55936
Baseline,Baseline_only,Alexandrium_catenella,7,0.40938,1110.89507,543.6993
Baseline,Baseline_only,Alexandrium_catenella,8,0.37217,805.05397,465.09868
Baseline,Baseline_only,Alexandrium_catenella,9,0.3674,1035.66454,497.69393
Baseline,Baseline_only,Alexandrium_catenella,10,0.39241,1157.28731,549.95027
Baseline,Baseline_only,Alexandrium_catenella,11,0.35113,1300.08003,498.56219
Baseline,Baseline_only,Alexandrium_catenella,12,0.34665,1230.02264,528.4341
Baseline,Baseline_only,Alexandrium_catenella,13,0.37408,996.02989,469.88009
Baseline,Baseline_only,Alexandrium_catenella,14,0.37512,751.64827,446.64521
Baseline,Baseline_only,Alexandrium_catenella,15,0.36959,1200.31876,533.13232
Baseline,Baseline_only,Alexandrium_catenella,16,0.31634,2255.76311,575.7374
Baseline,Baseline_only,Alexandrium_catenella,17,0.42157,707.44285,401.86576
Baseline,Baseline_only,Alexandrium_catenella,18,0.32121,1298.20793,512.80135
Baseline,Baseline_only,Alexandrium_catenella,19,0.39153,2206.78619,562.69291
Baseline,Baseline_only,Alexandrium_catenella,20,0.41675,1163.45325,503.00367
Baseline,Baseline_only,Alexandrium_catenella,21,0.41459,1046.36913,503.47101
Baseline,Baseline_only,Alexandrium_catenella,22,0.3817,1164.66341,480.39692
Baseline,Baseline_only,Alexandrium_catenella,23,0.36343,809.98483,459.53238
Baseline,Baseline_only,Alexandrium_catenella,24,0.45121,1054.35946,525.31099
Baseline,Baseline_only,Alexandrium_catenella,25,0.37975,878.09431,468.24934
Baseline,Baseline_only,Alexandrium_catenella,26,0.36455,2069.26194,559.10063
Baseline,Baseline_only,Alexandrium_catenella,27,0.41739,1064.6379,514.23447
Baseline,Baseline_only,Alexandrium_catenella,28,0.23169,1242.52409,436.51351
Baseline,Baseline_only,Alexandrium_catenella,29,0.41937,1500.67541,570.02999
Baseline,Baseline_only,Alexandrium_catenella,30,0.32096,786.85753,464.02053
Baseline,Baseline_only,Alexandrium_catenella,31,0.31336,1168.83732,509.13804
Baseline,Baseline_only,Alexandrium_catenella,32,0.34018,847.9359,500.412
Baseline,Baseline_only,Alexandrium_catenella,33,0.35742,761.0605,434.7681
Baseline,Baseline_only,Alexandrium_catenella,34,0.42036,871.64454,485.0224
Baseline,Baseline_only,Alexandrium_catenella,35,0.3567,742.76762,434.23749
Baseline,Baseline_only,Alexandrium_catenella,36,0.3855,987.66663,455.33762
Baseline,Baseline_only,Alexandrium_catenella,37,0.38987,1261.12197,528.45073
Baseline,Baseline_only,Alexandrium_catenella,38,0.40838,2224.74924,576.52248
Baseline,Baseline_only,Alexandrium_catenella,39,0.37402,971.43271,464.78553
Baseline,Baseline_only,Alexandrium_catenella,40,0.44295,2270.20815,623.90645
Baseline,Baseline_only,Alexandrium_catenella,41,0.33287,1115.83859,521.8358
Baseline,Baseline_only,Alexandrium_catenella,42,0.37369,2484.98656,603.39624
Baseline,Baseline_only,Alexandrium_catenella,43,0.33341,1094.63115,484.5456
Baseline,Baseline_only,Alexandrium_catenella,44,0.38133,2224.44554,610.64467
Baseline,Baseline_only,Alexandrium_catenella,45,0.35229,977.36286,434.72299
Baseline,Baseline_only,Alexandrium_catenella,46,0.42591,2074.33185,535.21064
Baseline,Baseline_only,Alexandrium_catenella,47,0.39046,918.39294,525.11069
Baseline,Baseline_only,Alexandrium_catenella,48,0.36832,812.52087,456.19763
Baseline,Baseline_only,Alexandrium_catenella,49,0.33434,967.69625,456.13183
Baseline,Baseline_roms,Alexandrium_catenella,0,0.45518,1012.53108,487.39533
Baseline,Baseline_roms,Alexandrium_catenella,1,0.43184,1156.2467,480.47188
Baseline,Baseline_roms,Alexandrium_catenella,2,0.43031,704.24808,434.90321
Baseline,Baseline_roms,Alexandrium_catenella,3,0.41853,849.19076,472.99523
Baseline,Baseline_roms,Alexandrium_catenella,4,0.43294,1128.14099,543.03498
Baseline,Baseline_roms,Alexandrium_catenella,5,0.46564,933.77017,427.00718
Baseline,Baseline_roms,Alexandrium_catenella,6,0.447,1192.34633,507.037
Baseline,Baseline_roms,Alexandrium_catenella,7,0.45982,1103.99581,539.76804
Baseline,Baseline_roms,Alexandrium_catenella,8,0.49056,752.21353,433.41405
Baseline,Baseline_roms,Alexandrium_catenella,9,0.40068,1031.48009,502.1708
Baseline,Baseline_roms,Alexandrium_catenella,10,0.45988,1124.41325,528.37118
Baseline,Baseline_roms,Alexandrium_catenella,11,0.40753,1256.8756,475.08742
Baseline,Baseline_roms,Alexandrium_catenella,12,0.36637,1250.70227,526.44185
Baseline,Baseline_roms,Alexandrium_catenella,13,0.4708,909.00836,440.56106
Baseline,Baseline_roms,Alexandrium_catenella,14,0.43448,737.44403,437.62014
Baseline,Baseline_roms,Alexandrium_catenella,15,0.45229,1193.07643,503.84864
Baseline,Baseline_roms,Alexandrium_catenella,16,0.3721,2304.30147,562.36226
Baseline,Baseline_roms,Alexandrium_catenella,17,0.48125,695.51034,400.48933
Baseline,Baseline_roms,Alexandrium_catenella,18,0.40795,1294.03445,491.13651
Baseline,Baseline_roms,Alexandrium_catenella,19,0.42857,2260.27013,544.96411
Baseline,Baseline_roms,Alexandrium_catenella,20,0.46045,1129.76921,487.85248
Baseline,Baseline_roms,Alexandrium_catenella,21,0.47169,1012.32649,474.7987
Baseline,Baseline_roms,Alexandrium_catenella,22,0.43989,1115.84455,456.86733
Baseline,Baseline_roms,Alexandrium_catenella,23,0.43773,757.58375,442.03693
Baseline,Baseline_roms,Alexandrium_catenella,24,0.51333,1034.6846,515.68261
Baseline,Baseline_roms,Alexandrium_catenella,25,0.39721,889.7023,464.67764
Baseline,Baseline_roms,Alexandrium_catenella,26,0.44109,2152.1824,530.04708
Baseline,Baseline_roms,Alexandrium_catenella,27,0.48021,976.78541,498.38876
Baseline,Baseline_roms,Alexandrium_catenella,28,0.24949,1245.42202,441.3659
Baseline,Baseline_roms,Alexandrium_catenella,29,0.46303,1522.85262,572.48277
Baseline,Baseline_roms,Alexandrium_catenella,30,0.40928,738.11762,447.68129
Baseline,Baseline_roms,Alexandrium_catenella,31,0.38478,1166.90049,489.23644
Baseline,Baseline_roms,Alexandrium_catenella,32,0.42315,786.70899,457.91533
Baseline,Baseline_roms,Alexandrium_catenella,33,0.44214,697.9339,405.15983
Baseline,Baseline_roms,Alexandrium_catenella,34,0.444,889.72396,487.48226
Baseline,Baseline_roms,Alexandrium_catenella,35,0.4223,696.96305,409.7712
Baseline,Baseline_roms,Alexandrium_catenella,36,0.43957,953.48836,436.81838
Baseline,Baseline_roms,Alexandrium_catenella,37,0.47807,1170.81028,492.50992
Baseline,Baseline_roms,Alexandrium_catenella,38,0.45254,2219.5159,559.97408
Baseline,Baseline_roms,Alexandrium_catenella,39,0.40168,968.14733,456.43277
Baseline,Baseline_roms,Alexandrium_catenella,40,0.50245,2322.4841,622.30823
Baseline,Baseline_roms,Alexandrium_catenella,41,0.43949,1078.84958,493.5464
Baseline,Baseline_roms,Alexandrium_catenella,42,0.42624,2520.9076,597.23315
Baseline,Baseline_roms,Alexandrium_catenella,43,0.40159,1060.5127,450.61762
Baseline,Baseline_roms,Alexandrium_catenella,44,0.42583,2316.16661,598.62346
Baseline,Baseline_roms,Alexandrium_catenella,45,0.40355,940.41259,419.7211
Baseline,Baseline_roms,Alexandrium_catenella,46,0.45227,2175.19088,538.93805
Baseline,Baseline_roms,Alexandrium_catenella,47,0.45003,831.81192,486.15091
Baseline,Baseline_roms,Alexandrium_catenella,48,0.46903,690.66416,406.09641
Baseline,Baseline_roms,Alexandrium_catenella,49,0.43336,949.86635,445.10732
Baseline,Baseline_only,Dinophysis_acuminata,0,0.49736,837.63193,424.1701
Baseline,Baseline_only,Dinophysis_acuminata,1,0.51884,9985.71015,765.76401
Baseline,Baseline_only,Dinophysis_acuminata,2,0.51995,2355.08135,509.54475
Baseline,Baseline_only,Dinophysis_acuminata,3,0.5051,1885.36864,527.53928
Baseline,Baseline_only,Dinophysis_acuminata,4,0.48019,2170.35043,547.39167
Baseline,Baseline_only,Dinophysis_acuminata,5,0.54318,1968.99648,562.92338
Baseline,Baseline_only,Dinophysis_acuminata,6,0.54699,10305.08782,853.86013
Baseline,Baseline_only,Dinophysis_acuminata,7,0.53095,6208.95567,748.37336
Baseline,Baseline_only,Dinophysis_acuminata,8,0.52956,1621.75738,521.19625
Baseline,Baseline_only,Dinophysis_acuminata,9,0.45643,10261.14665,907.28792
Baseline,Baseline_only,Dinophysis_acuminata,10,0.53411,6046.79105,681.22337
Baseline,Baseline_only,Dinophysis_acuminata,11,0.48365,2147.26304,535.9007
Baseline,Baseline_only,Dinophysis_acuminata,12,0.52516,1154.75477,475.75899
Baseline,Baseline_only,Dinophysis_acuminata,13,0.51419,1588.86525,503.46058
Baseline,Baseline_only,Dinophysis_acuminata,14,0.46409,10464.20514,939.14461
Baseline,Baseline_only,Dinophysis_acuminata,15,0.47933,11801.48375,1041.88536
Baseline,Baseline_only,Dinophysis_acuminata,16,0.55582,1411.85806,473.05066
Baseline,Baseline_only,Dinophysis_acuminata,17,0.50373,10055.35292,791.5374
Baseline,Baseline_only,Dinophysis_acuminata,18,0.55313,2166.75699,536.17636
Baseline,Baseline_only,Dinophysis_acuminata,19,0.46325,6074.78476,680.11594
Baseline,Baseline_only,Dinophysis_acuminata,20,0.55564,2384.01683,564.73572
Baseline,Baseline_only,Dinophysis_acuminata,21,0.53109,742.07086,386.93449
Baseline,Baseline_only,Dinophysis_acuminata,22,0.54109,1623.29285,477.13325
Baseline,Baseline_only,Dinophysis_acuminata,23,0.56072,6193.09023,698.42701
Baseline,Baseline_only,Dinophysis_acuminata,24,0.50434,1251.58142,502.77622
Baseline,Baseline_only,Dinophysis_acuminata,25,0.52326,6115.35698,678.40899
Baseline,Baseline_only,Dinophysis_acuminata,26,0.49656,1465.73609,511.28273
Baseline,Baseline_only,Dinophysis_acuminata,27,0.50456,921.00076,446.42307
Baseline,Baseline_only,Dinophysis_acuminata,28,0.49428,10228.13097,815.52429
Baseline,Baseline_only,Dinophysis_acuminata,29,0.51408,1424.60391,474.31971
